Date;Status;Type;Title;Action;Session ID;ID;Tool;Entry Type;Source Provider Version;Source Site Address;Source Site Name;Source List Title;Source List ID;Source User Account;Loaded From;Source Path;Source ID;Source Version;Destination Provider Version;Destination Site Address;Destination Site Name;Destination List Title;Destination List ID;Destination User Account;Destination Path;Destination ID;Messages;Warnings;Errors;Copy Options;Throttling Statistics;Application Version;Details;Office 365 Import: Status;Office 365 Import: Job Ids;Office 365 Import: # of objects processed;Office 365 Import: # of objects;Office 365 Import: Progress %;Office 365 Import: Import Start;Office 365 Import: Import End;Azure Jobs;Help links
30-07-2018;Success;File;Vedrørende snubleskader.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111741_587;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende snubleskader.aspx;160;13.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende snubleskader.aspx;168;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende skiskader.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111732_586;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende skiskader.aspx;158;7.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende skiskader.aspx;167;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende skader forvoldt af heste.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111712_585;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende skader forvoldt af heste.aspx;176;17.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende skader forvoldt af heste.aspx;166;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende skadelidte stævnede forsikringsselskabet.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111654_584;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende skadelidte stævnede forsikringsselskabet.aspx;247;15.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende skadelidte stævnede forsikringsselskabet.aspx;165;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende skadelidte bærer selvrisikobeløbet.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111637_583;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende skadelidte bærer selvrisikobeløbet.aspx;173;14.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende skadelidte bærer selvrisikobeløbet.aspx;164;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende skade sket, når skadelidte ikke er hjemme.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111623_582;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende skade sket, når skadelidte ikke er hjemme.aspx;192;12.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende skade sket, når skadelidte ikke er hjemme.aspx;163;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende skade på sikrede personer.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111602_581;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende skade på sikrede personer.aspx;166;16.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende skade på sikrede personer.aspx;162;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende skade på hund under leg.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111545_580;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende skade på hund under leg.aspx;179;13.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende skade på hund under leg.aspx;161;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende skade på genstand tilhørende arbejdsgiver.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111533_579;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende skade på genstand tilhørende arbejdsgiver.aspx;233;10.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende skade på genstand tilhørende arbejdsgiver.aspx;160;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende skade i ejerlejlighed.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111527_578;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende skade i ejerlejlighed.aspx;269;3.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende skade i ejerlejlighed.aspx;159;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende skade forvoldt under arbejde.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111505_577;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende skade forvoldt under arbejde.aspx;175;16.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende skade forvoldt under arbejde.aspx;158;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende skade forvoldt i lejede bygninger.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111453_576;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende skade forvoldt i lejede bygninger.aspx;171;10.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende skade forvoldt i lejede bygninger.aspx;157;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende selvforsikrede skoler EAL § 20.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111436_575;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende selvforsikrede skoler EAL § 20.aspx;99;14.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende selvforsikrede skoler EAL § 20.aspx;156;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende selvforsikrede kommuner.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111418_574;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende selvforsikrede kommuner.aspx;188;12.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende selvforsikrede kommuner.aspx;155;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende selskabets anerkendelse.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111405_573;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende selskabets anerkendelse.aspx;174;10.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende selskabets anerkendelse.aspx;154;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende reduktion i erstatningens størrelse, hvis skadelidte ved grov uagtsomhed har medvirket til skaden.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111351_572;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende reduktion i erstatningens størrelse, hvis skadelidte ved grov uagtsomhed har medvirket til skaden.aspx;255;10.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende reduktion i erstatningens størrelse, hvis skadelidte ved grov uagtsomhed har medvirket til skaden.aspx;153;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende produktansvar.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111339_571;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende produktansvar.aspx;181;8.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende produktansvar.aspx;152;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende passager forvolder skade på bil.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111320_570;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende passager forvolder skade på bil.aspx;161;16.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende passager forvolder skade på bil.aspx;151;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende pasning af hund.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111303_569;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende pasning af hund.aspx;167;15.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende pasning af hund.aspx;150;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende lånte og lejede cykler.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111247_568;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende lånte og lejede cykler.aspx;200;13.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende lånte og lejede cykler.aspx;149;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende kommuner og skolers momsbeløb.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111234_567;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende kommuner og skolers momsbeløb.aspx;224;11.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende kommuner og skolers momsbeløb.aspx;148;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende hændelige skader.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111200_566;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende hændelige skader.aspx;163;28.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende hændelige skader.aspx;147;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende hundeslagsmål.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111131_565;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende hundeslagsmål.aspx;178;24.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende hundeslagsmål.aspx;146;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende Hundeansvar - personskader - egen medvirken.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111105_564;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende Hundeansvar - personskader - egen medvirken.aspx;170;21.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende Hundeansvar - personskader - egen medvirken.aspx;145;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende hundeansvar - accept af risiko.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111041_563;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende hundeansvar - accept af risiko.aspx;169;19.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende hundeansvar - accept af risiko.aspx;144;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende grov uagtsomhed.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111025_562;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende grov uagtsomhed.aspx;185;13.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende grov uagtsomhed.aspx;143;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende grov uagtsomhed ved brandskader.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111016_561;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende grov uagtsomhed ved brandskader.aspx;252;6.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende grov uagtsomhed ved brandskader.aspx;142;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende graveskader.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730111007_560;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende graveskader.aspx;208;7.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende graveskader.aspx;141;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende glideskader.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730110929_559;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende glideskader.aspx;165;28.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende glideskader.aspx;140;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
30-07-2018;Success;File;Vedrørende færdselsskader.aspx;Copy;180730-1;180730102413_418_18436180730102506_419180730110911_558;Copy SharePoint Content;Item;SP2010;http://intranet.lb.dk/Skade/hb/ansvarNY/;Ansvar;Ansvar;9cb1faf9-0d31-46d2-8247-02c607cc3d40;LBNET\nicd;;Vedrørende færdselsskader.aspx;180;15.0;O365;https://lbforsikring.sharepoint.com/sites/Skade/;Skade;AnsvarWebsider;d7865cbc-8294-4f0e-8f52-69c6bfca7725;admnicd@lb.dk;Vedrørende færdselsskader.aspx;139;;;;;;8.2.2;Copied successfully.;;;;;;;;<AzureJobs />;
