Filnavn;Gruppe;Undergruppe;Branche
Ankenævnskendelser vedrørende beboet - ikke beboet sommerhus og campingvogn.aspx;Ankenævnskendelser og Domme ;;Indbo
Ankenævnskendelser vedrørende brug af tillistede - fundne nøgler.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende byggematerialer.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende depositum irregulare - opbevaring af andres penge.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende depositum regulare.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende dokumentation for erstatningskravet.aspx;Ankenævnskendelser og Domme ;;Indbo
Ankenævnskendelser vedrørende egne produktioner.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende erstatning for unika.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende fareforøgelse.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende forsvarlig aflåsning.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende færdselsuheld.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende genlevering.aspx;Ankenævnskendelser og Domme;;Indbo
Ankenævnskendelser vedrørende glemte, tabte og forlagte genstande.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende grov uagtsomhed. Simpelt tyveri udenfor bygning og uaflåst bygning.aspx;Ankenævnskendelser og Domme;;Indbo
Ankenævnskendelser vedrørende grov uagtsomhed. Tyveri fra biler.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende haveredskaber, herunder en atv, som haveredskab.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende hærværk begået af personer med lovlig adgang.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende hærværk.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende Indbogenstande - erhvervsgenstande.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende midlertidigt hjemmeboende børn.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende midlertidigt uden for forsikringsstedet.aspx;Ankenævnskendelser og Domme ;;Indbo
Ankenævnskendelser vedrørende musikudstyr til privat eller erhvervsmæssig brug.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende nedsat nytteværdi.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende opmagasinering.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende pc'er, kameraudstyr til privat eller erhvervsmæssig brug.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende pludselig skade - Pludseligheds kriteriet.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende pludselig skader - spild af væsker.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende pludselige skader - bortkomst eller beskadigelse.aspx;Ankenævnskendelser og domme ;;Indbo
Ankenævnskendelser vedrørende private- contra erhvervspenge.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende ran - gerningsøjeblikket og bemærket særlige omstændigheder.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende ran - grov uagtsomhed.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende ran - umiddelbar nærhed.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende reparation og godtgørelse for værdiforringelse.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende sandsynliggørelse af skadebegivenhed.aspx;Ankenævnskendelser og Domme;;Indbo
Ankenævnskendelser vedrørende skybrud.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende særlige private værdigenstande.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende særligt privat indbo i biler.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende tilbehør til motordrevne køretøjer.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende tilbehør til særligt privat indbo.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende tilsvarende genstande.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende tricktyveri.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende tyveri af arbejdsredskaber.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende tyveri af genstande fra garderober - tyveri af garderobebevis.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende tyveri begået af medhjælp.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende tyveri fra bil ved brug af rette nøgle.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende tyveri fra bil, bus, beboelsesvogne mm, hvor medlem er til stede.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende tyveri fra bolig, hvor medlem ikke har været hjemme på tyveritidspunktet.aspx;Ankenævnskendelser og Domme ;;Indbo
Ankenævnskendelser vedrørende tyveri, hvor gerningstidspunktet strækker sig over flere måneder.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende tyveri, når der har været håndværkere i huset.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende tøbrud.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende ulovlig interesse.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende underforsikring.aspx;Ankenævnskendelser og Domme ;;Indbo
Ankenævnskendelser vedrørende varer på prøve.aspx;Ankenævnskendelser og domme;;Indbo
Ankenævnskendelser vedrørende ændret forklaring.aspx;Ankenævnskendelser og domme;;Indbo
Arepa - Forretningsgang for IPhone, IPad og Applewatch der sendes til reparation eller swap hos Arepa.aspx;Forretningsgang ;;Indbo
Arepa.aspx;Diverse;;Indbo
Asbestslam - asbeststøv.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo
Autostole.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Batterier, løsdele og tilbehør.aspx;Vilkårenes afsnit 19. El-skade og elektronikdækning ;;Indbo
Beboet - ikke beboet sommerhuse og campingvogne.aspx;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;Indbo
Begrebet færdselsuheld.aspx;Vilkårenes afsnit 7. Færdselsuheld og havari;;Indbo
Begrebet Husforsikring.aspx;Vilkårenes afsnit 11. Vandskade;;Indbo
Behandling af fundne genstande og beskadigede genstande, som vi beder om at få indsendt.aspx;Forretningsgang ;;Indbo
Behandling af stormskader.aspx;Vilkårenes afsnit 10. Storm - voldsomt sky- og tøbrud - snetryk;;Indbo
Beregning af dobbeltforsikringskrav fra elektronikforsikringer, når rester er fratrukket i kravet.aspx;Erstatningsopgørelse;;Indbo
Beregning af en frysers kapacitet.aspx;Vilkårenes afsnit 12. Køle- og dybfrostskade;;Indbo
Besvarelse i klagesager.aspx;Forretningsgang ;;Indbo
Betaling for nedtagning, levering, opsætning, montering og installering.aspx;Erstatningsopgørelse;;Indbo
Biblioteksbøger, cd'er, dvd'er lånt på biblioteket.aspx;Erstatningsopgørelse;;Indbo
Bitcoin.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Blæseskader.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo
Bofælle.aspx;Vilkårenes afsnit 1.B. Hvem dækker forsikringen ;;Indbo
Boligbyt - hærværk i boligen.aspx;Vilkårenes afsnit 8. Hærværk;;Indbo
Bortkomst af rejsegods der sendes med fly.aspx;Vilkårenes afsnit 13. Rejsegods ;;Indbo
Brand - Flammedannelsen skal være løssluppen.aspx;Vilkårenes afsnit 2. Brand, lynnedslag og eksplosion mv.;;Indbo
Brand opstået i batterier til modelfly.aspx;Vilkårenes afsnit 2. Brand, lynnedslag og eksplosion mv.;;Indbo
Brobizz.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Brud.aspx;Vilkårenes afsnit 20. Glas og sanitet;;Indbo
Brudekjoler og vielsesringe.aspx;Erstatningsopgørelse;;Indbo
Bygge- og reparationsarbejder.aspx;Vilkårenes afsnit 9. Udstrømning af væsker (vandskade);;Indbo
Byggerester.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Bygningsdele, som medlem som ejer eller lejer selv installerer i lejet hus, lejlighed, andels,- eller ejerlejlighed.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Bøger - skønlitteratur og faglitteratur.aspx;Erstatningsopgørelse;;Indbo
Båd og bådmotor.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Både ved sommerhus.aspx;Sommerhusforsikringen;;Indbo
Bådtrailer.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Campingvogn - tyveri af kontanter.aspx;Erstatningsopgørelse;;Indbo
Cd'er, dvd'er, vhs-bånd. lp-plader.aspx;Erstatningsopgørelse;;Indbo
Chip til spillekonsol - Lovlig interesse.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Computerprogrammer - Software - Ulovlig interesse.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Cover til mobiler, tablets og pc'er.aspx;Erstatningsopgørelse;;Indbo
Cykel - Behandling af tyveri af og skader på cykler.aspx;Diverse;;Indbo
Cykel - tyveriforsøg eller hærværk.aspx;Vilkårenes afsnit 8. Hærværk;;Indbo
CykelPLUS - Dokumentation for skaden og cyklens værdi.aspx;Vilkårenes afsnit 21. Cykel Plus ;;Indbo
CykelPLUS - Erstatningsmuligheder.aspx;Vilkårenes afsnit 21. Cykel Plus ;;Indbo
CykelPLUS - Foto af cykel og navne på cykeldele.aspx;Vilkårenes afsnit 21. Cykel Plus;;Indbo
CykelPLUS - Hvem behandler cykelPLUS skader.aspx;Vilkårenes afsnit 21. Cykel Plus ;;Indbo
CykelPLUS - Kravet om 2 låse under transport.aspx;Vilkårenes afsnit 21. Cykel plus;;Indbo
CykelPLUS - Kørselsskader - den udvidet kaskodækning - cykelløb.aspx;Vilkårenes afsnit 21. Cykel Plus;;Indbo
CykelPLUS - Maksdækning og selvrisiko på 1100 kr eller 5000 kr.aspx;Vilkårenes afsnit 21. Cykel Plus ;;Indbo
CykelPLUS - Reparation af cykelstel i carbon.aspx;Vilkårenes afsnit 21. Cykel Plus;;Indbo
CykelPLUS - Taksering af skaden - Hvilke oplysninger har vi brug for.aspx;Vilkårenes afsnit 21. Cykel Plus ;;Indbo
CykelPLUS - Tilpasning.aspx;Vilkårenes afsnit 21. Cykel Plus;;Indbo
CykelPLUS - Tyveri.aspx;Vilkårenes afsnit 21. Cykel Plus ;;Indbo
CykelPLUS- Statistikkoder og stelnummer.aspx;Vilkårenes afsnit 21. Cykel Plus;;Indbo
Cykeltrailer.aspx;Erstatningsopgørelse;;Indbo
Cykeltyveri - stelnummer og låsekrav.aspx;Erstatningsopgørelse;;Indbo
Cykler - Brugte og renoverede.aspx;Erstatningsopgørelse;;Indbo
Cykler - Køb af fundne cykler.aspx;Forretningsgang;;Indbo
Cykler - Ran.aspx;Vilkårenes afsnit 6. Ran, røveri og overfald;;Indbo
Cykler - Tyveri af cykler - registrering i politiets register.aspx;Forretningsgang ;;Indbo
Cykler med hjælpemotor - eldrevne cykler.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Dansk Respo-teknik.aspx;Vilkårenes afsnit 20. Glas og sanitet;;Indbo
Den daglige sagsbehandling - drift.aspx;Diverse;;Indbo
Depositum irregulare - opbevaring af andres penge.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Depositum regulare.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Designertøj og tasker, herunder ægte - uægte varer - kopivarer.aspx;Erstatningsopgørelse ;;Indbo
Destruktion af madvarer.aspx;Vilkårenes afsnit 12. Køle- og dybfrostskade;;Indbo
DFIM.aspx;Vilkårenes afsnit 7. Færdselsuheld og havari;;Indbo
Diktafon.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Direkte lynnedslag - Obs evt. bedre dækning iht. El-skade og elektronikdækningen.aspx;Vilkårenes afsnit 2. Brand, lynnedslag og eksplosion mv.;;Indbo
Dobbeltforsikring - opsigelse.aspx;Forretningsgang;;Indbo
Dobbeltforsikring for delebørn.aspx;Vilkårenes afsnit 1.B. Hvem dækker forsikringen;;Indbo
Dobbeltforsikring i henhold til FALs §§ 41-43.aspx;Erstatningsopgørelse;;Indbo
Dobbeltforsikringskrav, hvor vores medlem ikke ønsker at anmelde skaden.aspx;Erstatningsopgørelse;;Indbo
Dokumentation - hvornår beder vi om dokumentation.aspx;Erstatningsopgørelse ;;Indbo
Dokumentation - Søgning af informationer på fotos.aspx;Erstatningsopgørelse;;Indbo
Dokumentation for kontanter.aspx;Erstatningsopgørelse;;Indbo
Dokumentation.aspx;Erstatningsopgørelse;;Indbo
Drivhus og væksthus på lejet grund, ved andelsboliger og embedsboliger.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Dusør - findeløn.aspx;Erstatningsopgørelse;;Indbo
Dybfrostskader og el-skader sket under storm.aspx;Vilkårenes afsnit 10. Storm - voldsomt sky- og tøbrud - snetryk;;Indbo
Dyr.aspx;Erstatningsopgørelse;;Indbo
Dyre ure - Ægthedsbeviser.aspx;Erstatningsopgørelse;;Indbo
Dækning af rejsegods.aspx;Vilkårenes afsnit 13. rejsegods;;Indbo
Dækning af særligt privat indbo og elektriske apparater i henhold til sommerhusvilkårene.aspx;Sommerhusforsikringen;;Indbo
Dækning i øvelokaler, på arbejdspladser, i hestepensioner og sportsklubber.aspx;Vilkårenes afsnit 1.C. Hvor dækker forsikringen;;Indbo
Dækning ophører efter 3 måneder - udeboende børn der fylder 21 år.aspx;Vilkårenes afsnit 1.B. Hvem dækker forsikringen;;Indbo
Dækning på 2 adresser.aspx;Vilkårenes afsnit 1.C. Hvor dækker forsikringen;;Indbo
Eget arbejde.aspx;Erstatningsopgørelse;;Indbo
Eksempler på forældelse.aspx;Erstatningsopgørelse;;Indbo
Eksplosion - fyrværkeri.aspx;Vilkårenes afsnit 2. Brand, lynnedslag og eksplosion mv.;;Indbo
Elektriske genstande bliver udsat for vand.aspx;Vilkårenes afsnit 19. El-skade og elektronikdækning;;Indbo
Elektriske musikinstrumenter.aspx;Erstatningsopgørelse;;Indbo
Elektronikdækningen.aspx;Vilkårenes afsnit 19. El-skade og elektronikdækning;;Indbo
Elektronisk garageåbner - portåbner - fjernbetjening.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på  ;;Indbo
El-priser.aspx;Erstatningsopgørelse;;Indbo
El-pærer.aspx;Vilkårenes afsnit 19. El-skade og elektronikdækning;;Indbo
Emhætte.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Erstatning - 50 procent reglen - Indbovilkår 33-4.aspx;Erstatningsopgørelse ;;Indbo
Erstatning - Betaling af faktura til håndværker eller medlem.aspx;Erstatningsopgørelse ;;Indbo
Erstatning - Drivhuse - Glas i drivhuse.aspx;Erstatningsopgørelse;;Indbo
Erstatning - Hvem kan vi udbetale til.aspx;Erstatningsopgørelse;;Indbo
Erstatning - Installering af comuterprogrammer - software og egne data.aspx;Erstatningsopgørelse;;Indbo
Erstatning - Renter.aspx;Erstatningsopgørelse;;Indbo
Erstatning - skybrudsskader - Det gode købmandsskab.aspx;Erstatningsopgørelse;;Indbo
Erstatning - Smykker - Anker-, Bismark-, Panser- og Geneveguldkæder.aspx;Erstatningsopgørelse;;Indbo
Erstatning for briller - tilskud fra Danmark.aspx;Erstatningsopgørelse;;Indbo
Erstatning for egne produktioner - hjemmelavede genstande.aspx;Erstatningsopgørelse;;Indbo
Erstatning for el-skade i computerdele.aspx;Erstatningsopgørelse;;Indbo
Erstatning for lejede - leasede genstande.aspx;Erstatningsopgørelse;;Indbo
Erstatning for rengøring.aspx;Erstatningsopgørelse;;Indbo
Erstatning Redning-  og bevaringsudgifter - ingen selvrisiko.aspx;Erstatningsopgørelse;;Indbo
Faktura eller kreditnota til offentlige myndigheder.aspx;Diverse;;Indbo
Falck - Falck postkassen.aspx;Forretningsgang;;Indbo
Fareforøgelse.aspx;Erstatningsopgørelse;;Indbo
Farveloyal - mærkeloyal.aspx;Erstatningsopgørelse;;Indbo
Fastboende medhjælp i husholdningen - udvekslingsstudenter.aspx;Vilkårenes afsnit 1.B. Hvem dækker forsikringen ;;Indbo
Fastmonteret.aspx;Vilkårenes afsnit 20. Glas og sanitet;;Indbo
Fastpass - Vejledning til brug af Fastpass.aspx;Diverse;;Indbo
FDM medlemmer der overgår til TRYG.aspx;Forretningsgang;;Indbo
Feriehus eller ferielejlighed – Indbrudstyveri ikke krav om voldeligt opbrud.aspx;Vilkårenes afsnit 3. Indbrudstyveri ;;Indbo
Festival-armbånd.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Fjernstyrede biler og både.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader p;;Indbo
Flere erstatninger for samme skade.aspx;Forretningsgang;;Indbo
Flytning - Dækning i både den gamle og den nye bolig.aspx;Vilkårenes afsnit 1.C. Hvor dækker forsikringen ;;Indbo
Flyttegods - fragtgods - Flytning til udlandet.aspx;Vilkårenes afsnit 1.C. Hvor dækker forsikringen;;Indbo
Fordelingsvejledningen.aspx;Erstatningsopgørelse;;Indbo
Forsikringens ikrafttrædelses- og ophørstidspunkt.aspx;Diverse;;Indbo
Forsikringer og serviceaftaler.aspx;Erstatningsopgørelse;;Indbo
Forsvarlig aflåsning - Københavnerlås.aspx;Vilkårenes afsnit 3. Indbrudstyveri ;;Indbo
Forsvarlig aflåsning, når medlem er hjemme - Indbrud contra simpelt tyveri.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo
Forsætligt udsat for ild og varme – skade på selve opvarmningskilden – skade forvoldt af varmepuder.aspx;Vilkårenes afsnit 2. Brand, lynnedslag og eksplosion mv.;;Indbo
Forældelse.aspx;Erstatningsopgørelse;;Indbo
Forældelsesreglerne vist i forskellige eksempler.aspx;Erstatningsopgørelse;;Indbo
Fremsendelse af Ankenævnskendelser.aspx;Forretningsgang;;Indbo
Frimærker og mønter - samlinger, ubrugte og brugbare.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Fritstående radiatorer.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Frostsprængning - førstegangs kulancedækning.aspx;Vilkårenes afsnit 9. Udstrømning af væsker (vandskade);;Indbo
Fuld valuta - udbetaling.aspx;Forretningsgang;;Indbo
Fyringsolie og brænde.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Færdselsuheld - flyttegods.aspx;Vilkårenes afsnit 7. Færdselsuheld og havari ;;Indbo
Færdselsuheld og færdselsloven.aspx;Vilkårenes afsnit 7. Færdselsuheld og havari;;Indbo
Følgeskader efter en dækningsberettigende skade.aspx;Diverse;;Indbo
Følgeskader på husdyr.aspx;Erstatningsopgørelse;;Indbo
følgeudgifter - redningsforanstaltninger.aspx;Diverse;;Indbo
Genhusning - Skader der muligvis medfører genhusning - Storskade.aspx;Diverse;;Indbo
Genhusning.aspx;Diverse;;Indbo
Genhusningsadressen.aspx;Vilkårenes afsnit 1.C. Hvor dækker forsikringen;;Indbo
Genlevering af ting der er købt brugt eller er mere end 2 år gamle - gældende for vilkår 33-4.aspx;Erstatningsopgørelse;;Indbo
Genlevering af ting der er købt brugt eller er mere end 2 år gamle - gældende for vilkår 33-5.aspx;Erstatningsopgørelse;;Indbo
Genlevering eller kontanterstatning.aspx;Erstatningsopgørelse;;Indbo
Genlevering med brugte smykker.aspx;Erstatningsopgørelse;;Indbo
Genlevering og Scalepoint.aspx;Erstatningsopgørelse;;Indbo
Genstande der anvendes i undervisning.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Genstande der tilhører arbejdsgiver.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Genstande købt gennem bruttolønsordninger.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Genstande som helt eller delvist anvendes til erhverv - Privat.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Genstande, der forsvinder i forbindelse med ulykker.aspx;Forretningsgang;;Indbo
Gerningsmænd - Forretningsgang for gerningsmandssager.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Regres;;Indbo
Gerningsmænd - kontakt fra politiet vedrørende gerningsmænd.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Regres;;Indbo
Glas og sanitetsdækning hos udeboende barn.aspx;Vilkårenes afsnit 20. Glas og sanitet;;Indbo
Glasdækning - ridsede ruder.aspx;Vilkårenes afsnit 20. Glas og sanitet ;;Indbo
Glaskeramiske kogeplader.aspx;Vilkårenes afsnit 20. Glas og sanitet;;Indbo
Go-cart.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Godkendelse af regninger - hvornår og hvordan.aspx;Erstatningsopgørelse;;Indbo
Gps.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Gravering af sølvtøj.aspx;Erstatningsopgørelse;;Indbo
Grov uagtsomhed - Simpelt tyveri af Iphone, pung, tasker og pc'er fra skoler, diskotek mv.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo
Grov uagtsomhed forud for redning og bevaring.aspx;Diverse;;Indbo
Grov uagtsomhed ved simpelt tyveri.aspx;vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo
Guldure, guldpenne mv.aspx;Erstatningsopgørelse;;Indbo
Gulf Guld.aspx;Forretningsgang ;;Indbo
Gulvbelægning - indbo eller bygning.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Har det en konsekvens når medlem ikke overholder det, vi aftaler.aspx;Forretningsgang;;Indbo
Havelamper.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Havetraktor og motorkøretøjer skal være låst.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt ;;Indbo
Hjemmebiograf.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Hotelværelse - voldeligt opbrud.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo
Hundesyge - Behandling af hundesyge.aspx;Forretningsgang ;;Indbo
Husejere der har tegnet husplus.aspx;Vilkårenes afsnit 11. Vandskade ;;Indbo
Hvilke afvisninger skal anlægges.aspx;Forretningsgang;;Indbo
Høreapparater og andre hjælpemidler.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Hårde hvidevarer - Afskrivning.aspx;Erstatningsopgørelse;;Indbo
Hårde hvidevarer - Dobbeltforsikring.aspx;Forretningsgang;;Indbo
Hårde hvidevarer.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Incassosager.aspx;Forretningsgang;;Indbo
Indbo i sommerhuse som midlertidig befinder sig udenfor sommerhusmatriklen.aspx;Sommerhusforsikringen;;Indbo
Indbogenstande som købes og efterlades på samme rejse.aspx;Vilkårenes afsnit 13. Rejsegods;;Indbo
Indbovilkår 33-4 eller Indbovilkår 33-5.aspx;Forretningsgang ;;Indbo
Indbrud - Behandling af bygningsskader ved indbrud.aspx;Forretningsgang ;;Indbo
Indbrud - Behandling af indbrud.aspx;Forretningsgang;;Indbo
Indbrudstyveri - Bankenøgle.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo
