Filnavn;Gruppe;Undergruppe;Branche
1. Forsikringen dækker - Vurdering skal så vidt muligt foretages af LGA.aspx;5. Hjemkaldelse;;Rejse
1. Forsikringen dækker - Væggelus i bagagen.aspx;22. Bagage og rejsedokumenter;;Rejse
1. Forsikringen dækker - Ødelagte feridage ved sygeledsagelse.aspx;9. Ødelagte feriedage på grund af akut sygdom eller tilskadekomst og rejseafbrydelse;;Rejse
1. Forsikringen dækker - Ødelagte feriedage ved dødsfald.aspx;9. Ødelagte feriedage på grund af akut sygdom eller tilskadekomst og rejseafbrydelse;;Rejse
1. Forsikringen dækker - Ødelagte feriedage ved eneste rejseledsagers sygdom.aspx;9. Ødelagte feriedage på grund af akut sygdom eller tilskadekomst og rejseafbrydelse ;;Rejse
1. Forsikringen dækker - Ødelagte feriedage ved hjemkaldelse.aspx;9. Ødelagte feriedage på grund af akut sygdom eller tilskadekomst og rejseafbrydelse;;Rejse
1. Forsikringen dækker - Ødelagte feriedage ved hjemtransport.aspx;9. Ødelagte feriedage på grund af akut sygdom eller tilskadekomst og rejseafbrydelse;;Rejse
2. Forsikringen dækker ikke - Afslag ved rejseledsagers sygdom som var til stede ved bestilling.aspx;24. Afbestilling;;Rejse
2. Forsikringen dækker ikke - Dårlig emballage eller udflyden af medbragte væsker.aspx;22. Bagage og rejsedokumenter;;Rejse
2. Forsikringen dækker ikke - Forhold man kender til ved køb af forsikringen.aspx;24. Afbestilling;;Rejse
2. Forsikringen dækker ikke - Forsinkelser sikrede har fået besked om før rejsen.aspx;16. Forsinket transportmiddel;;Rejse
2. Forsikringen dækker ikke - Genstande udlånt til elever.aspx;22. Bagage og Rejsedokumenter;;Rejse
2. Forsikringen dækker ikke - Hvordan afgør vi om sygdommen var til stede ved bestilling af rejsen.aspx;24. Afbestilling;;Rejse
2. Forsikringen dækker ikke - Hvornår er transfertid ikke overholdt.aspx;15. Forsinket fremmøde;;Rejse
2. Forsikringen dækker ikke - Indbogenstande i autocamper.aspx;22. Bagage og rejsedokumenter;;Rejse
2. Forsikringen dækker ikke - konfiskeret bagage.aspx;22. Bagage og rejsedokumenter;;Rejse
2. Forsikringen dækker ikke - Konkurs.aspx;24. Afbestilling;;Rejse
2. Forsikringen dækker ikke - Køb af ekstra kuffert.aspx;17. Forsinket bagage;;Rejse
2. Forsikringen dækker ikke - Medlemmer som er syge ved udrejsen.aspx;2. Sygdom eller tilskadekomst;;Rejse
2. Forsikringen dækker ikke - Medlemmets tabsbegrænsningspligt når rejsen er færdigbetalt.aspx;24. Afbestilling;;Rejse
2. Forsikringen dækker ikke - Provokeret abort.aspx;2. Sygdom eller tilskadekomst;;Rejse
2. Forsikringen dækker ikke - Rejser som betales i rater og som endnu ikke er færdigbetalt.aspx;24. Afbestilling;;Rejse
2. Forsikringen dækker ikke - Tilbehør til biler.aspx;22. Bagage og rejsedokumenter;;Rejse
2. Forsikringen dækker ikke - Ødelagte feriedage ved ændring af rejsen.aspx;24. Afbestilling;;Rejse
2. Forsikrngen dækker ikke - Sikrede var under udredning.aspx;24. Afbestilling;;Rejse
3. Erstatning - Bonuspoint.aspx;24. Afbestilling;;Rejse
3. Erstatning - Børn under 18 år.aspx;6. Sygeledsagelse;;Rejse
3. Erstatning - Cykler.aspx;22. Bagage og rejsedokumenter;;Rejse
3. Erstatning - Én kuffert med to medlemmers tøj.aspx;17. Forsinket bagage;;Rejse
3. Erstatning - Erstatning for turistmæssige aktiviteter.aspx;9. Ødelagte feriedage på grund af akut sygdom eller tilskadekomst og rejseafbrydelse;;Rejse
3. Erstatning - Forplejning.aspx;6. Sygeledsagelse;;Rejse
3. Erstatning - Fysioterapeut og lignende som ikke er lægeordineret.aspx;2. Sygdom eller tilskadekomst;;Rejse
3. Erstatning - Hvad anses som rimelige og nødvendige ekstraudgifter til hjemrejse.aspx;5. Hjemkaldelse;;Rejse
3. Erstatning - Hvem får erstatning.aspx;10. Ødelagte feriedage ved sportsferier og dækning for turistmæssige aktiviteter (vilkår RE-7);;Rejse
3. Erstatning - Hvilke udgifter dækkes.aspx;15. Forsinket fremmøde;;Rejse
3. Erstatning - Hvilke udgifter i relation til rejsen erstattes.aspx;24. Afbestilling;;Rejse
3. Erstatning - Hvis medlem aldrig kommer afsted.aspx;16. Forsinket transportmiddel;;Rejse
3. Erstatning - Hvis medlem ikke indhenter rejserute.aspx;15. Forsinket fremmøde;;Rejse
3. Erstatning - Hvor meget skal vi udbetale samt når medlemmet står registreret som fører.aspx;19. Selvrisiko på lejebil mv.;;Rejse
3. Erstatning - Hvor skal medlemmet leje bil.aspx;18. Erstatningsbil eller motorcykel;;Rejse
3. Erstatning - Hvordan beregnes antallet af dage.aspx;9. Ødelagte feriedage på grund af akut sygdom eller tilskadekomst og rejseafbrydelse;;Rejse
3. Erstatning - Hvordan opgøres erstatningen.aspx;17. Forsinket bagage;;Rejse
3. Erstatning - Hvordan udregnes forsinkelsens varighed samt udgift til andet transportmiddel.aspx;16. Forsinket transportmiddel;;Rejse
3. Erstatning - Hvornår og hvordan ydes der erstatning.aspx;9. Ødelagte feriedage på grund af akut sygdom eller tilskadekomst og rejseafbrydelse ;;Rejse
3. Erstatning - Interrailkort.aspx;22. Bagage og rejsedokumenter;;Rejse
3. Erstatning - Lang tid til afrejsen.aspx;24. Afbestilling;;Rejse
3. Erstatning - Lejebil som transportudgift eller turistmæssig aktivitet.aspx;9. Ødelagte feriedage på grund af akut sygdom eller tilskadekomst og rejseafbrydelse;;Rejse
3. Erstatning - Lægeordineret medicin.aspx;2. Sygdom eller tilskadekomst;;Rejse
3. Erstatning - Medicin der er glemt, opbrugt eller beskadiget.aspx;2. Sygdom eller tilskadekomst;;Rejse
3. Erstatning - Politirapport ikke altid nødvendig.aspx;22. Bagage og rejsedokumenter;;Rejse
3. Erstatning - Rabiesvaccine efter hjemkomst til Danmark.aspx;2. Sygdom eller tilskadekomst;;Rejse
3. Erstatning - Refusion fra rejsearrangør.aspx;24. Afbestilling;;Rejse
3. Erstatning - Rejse medlemmet har betalt for alle rejsedeltagere.aspx;24. Afbestilling;;Rejse
3. Erstatning - Rejse som medlem har solgt videre i stedet for at afbestille.aspx;24. Afbestilling;;Rejse
3. Erstatning - Rejse som medlem ikke selv har betalt.aspx;24. Afbestilling;;Rejse
3. Erstatning - Returrejse.aspx;5. Hjemkaldelse;;Rejse
3. Erstatning - Sygetransport.aspx;3. Syge- og hjemtransport;;Rejse
3. Erstatning - Tandbehandling på hospital eller ved læge.aspx;2. Sygdom eller tilskadekomst;;Rejse
3. Erstatning - Tandproteser.aspx;2. Sygdom eller tilskadekomst;;Rejse
3. Erstatning - Taxaudgifter.aspx;6. Sygeledsagelse;;Rejse
3. Erstatning - Tilsvarende feriebolig.aspx;20. Skade på feriebolig;;Rejse
3. Erstatning - Tyggeskade.aspx;2. Sygdom eller tilskadekomst;;Rejse
3. Erstatning - Udgifter til medicin i forbindelse med tandbehandling.aspx;2. Sygdom eller tilskadekomst;;Rejse
3. Erstatning - Ødelagte feriedage vs afbestilling.aspx;9. Ødelagte feriedage på grund af akut sygdom eller tilskadekomst og rejseafbrydelse;;Rejse
4. Dokumentation - Bagageidentifikation.aspx;22. Bagage og rejsedokumenter;;Rejse
4. Dokumentation - Dødsattest.aspx;5. Hjemkaldelse;;Rejse
4. Dokumentation - Dødsfald.aspx;24. Afbestilling;;Rejse
4. Dokumentation - Forsinkelsens varighed.aspx;17. Forsinket bagage;;Rejse
4. Dokumentation - Kvitteringer for ekstraudgifter.aspx;16. Forsinket transportmiddel;;Rejse
4. Dokumentation - Kvitteringer for erstatningskøb.aspx;17. Forsinket bagage;;Rejse
4. Dokumentation - Når vores lægekonsulent ikke er enig i lægeattest.aspx;24. Afbestilling;;Rejse
4. Dokumentation - Priser på lægeattest (FP 910).aspx;24. Afbestilling;;Rejse
4. Dokumentation - Skema til identifikation af bagagetyper.aspx;17. Forsinket bagage;;Rejse
4. Dokumentation - Årsagen til forsinkelsen og varigheden.aspx;16. Forsinket transportmiddel;;Rejse
A - 1. Rejseforsikringens hvem - hvad - hvor.aspx;Ankenævnskendelser;;Rejse
Arbejdsgange - Anlæggelse af telefonanmeldelser.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Arbejdsgange - Flow, fællespostkassen og arbejdsgang for grupperne.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Arbejdsgange - Fordeling af nye øjne sager.aspx;Forretningsgange - Forretningsgange og retningslinier ;;Rejse
Arbejdsgange - Medlemsafdelingen (post).aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Arbejdsgange - Modtagelse af effekter.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Arbejdsgange - Skift af sagsbehandler.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
B - 2. Sygdom eller tilskadekomst.aspx;Ankenævnskendelser;;Rejse
B. Hvem dækker forsikringen - Adoptivbørn.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse
B. Hvem dækker forsikringen - Bofælle eller logerende.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse
B. Hvem dækker forsikringen - Delebørn.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse
B. Hvem dækker forsikringen - Medlem uden folkeregisteradresse på forsikringsstedet.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse
B. Hvem dækker forsikringen - Plejebørn samt aflastningsbørn.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse
B. Hvem dækker forsikringen - Æresmedlemmer.aspx;1. Rejseforsikringens hvem - hvad - hvor ;;Rejse
C - 3. Syge- og hjemtransport.aspx;Ankenævnskendelser;;Rejse
C. Generelle undtagelser til dækningerne - selvforskyldt beruselse.aspx;25. Generelle bestemmelser;;Rejse
C. Hvor dækker forsikringen - Rejser for medlemmer som ikke bor i Danmark.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse
C. Hvor dækker forsikringen - Rejser i lande hvor Udenrigsministeriet har frarådet indrejse.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse
C. Hvor dækker forsikringen - Rejser til Bornhom via Sverige.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse
D - 4. Ekstraudgifter i forbindelse med sygdom eller tilskadekomst.aspx;Ankenævnskendelser;;Rejse
D. Hvor længe dækker forsikringen - Kan man få yderligere 60 dages dækning.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse
Det blå kort - Dækningsområde.aspx;Gult og blåt kort samt Nordisk Konvention;;Rejse
Det blå kort - Reducering af transportudgifter.aspx;Gult og blåt kort samt Nordisk Konvention;;Rejse
Det blå kort - Refusion fra Styrelsen for Patientsikkerhed (STPS) og Danske Regioner.aspx;Gult og blåt kort samt Nordisk Konvention;;Rejse
Det gule kort - Dækningsområde.aspx;Gult og blåt kort samt Nordisk Konvention;;Rejse
E - 5. Hjemkaldelse.aspx;Ankenævnskendelser;;Rejse
Erklæringer og brevskabeloner - Attester og samtykkeerklæring.aspx;Forretningsgange - Erklæringer og brevskabeloner;;Rejse
Erklæringer og brevskabeloner - Brilleerklæring.aspx;Forretningsgange - Erklæringer og brevskabeloner;;Rejse
Erklæringer og brevskabeloner - Det blå kort.aspx;Forretningsgange - Erklæringer og brevskabeloner ;;Rejse
Erklæringer og brevskabeloner - Skema til beregning af rejsens pris ved ødelagte feriedage.aspx;Forretningsgange - Erklæringer og brevskabeloner;;Rejse
Erstatning - Erstatningsrejse ved forlænget police.aspx;10. Erstatningsrejse (vilkår nr. RE-8);;Rejse
Erstatning - Hvornår beregnes erstatningen fra.aspx;10. Erstatningsrejse (vilkår nr. RE-8);;Rejse
Erstatning - Skema til beregning af erstatningsrejse.aspx;10. Erstatningsrejse (vilkår nr. RE-8);;Rejse
F - 6. Sygeledsagelse.aspx;Ankenævnskendelser;;Rejse
F. Hvilke rejser dækker forsikringen - Afbestilling og Rejseforsikring overtaget fra andet selskab (vilkår nr. RE-8).aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse
F. Hvilke rejser dækker forsikringen - Au pair rejser.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse
F. Hvilke rejser dækker forsikringen - Behandlingsrejser.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse
F. Hvilke rejser dækker forsikringen - Erhvervsrejser.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse
F. Hvilke rejser dækker forsikringen - Højskoleophold.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse
F. Hvilke rejser dækker forsikringen - Rejse hvor medlem er på tilkald ved kunde i andet selskab.aspx;1. Rejseforsikringens hvem - hvad - hvor ;;Rejse
F. Hvilke rejser dækker forsikringen - Rejser i forbindelse med nødhjælp eller frivilligt arbejde.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse
F. Hvilke rejser dækker forsikringen - Stipendium, legat.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse
F. Hvilke rejser dækker forsikringen - Studierejser, studieophold og studiepraktik over 60 dages varighed.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse
Fagligt  - Tolkebistand.aspx;Forretningsgange - Fagligt;;Rejse
Fagligt - Hvilken erstatning skal medlem have.aspx;Forretningsgange - Fagligt ;;Rejse
Fagligt - Klagevejledning.aspx;Forretningsgange - Fagligt;;Rejse
Fagligt - Lånte og lejede genstande.aspx;Forretningsgange - Fagligt;;Rejse
Fagligt - Sprogkyndige.aspx;Forretningsgange - Fagligt;;Rejse
Fagligt - Spørgeteknikker ved tyverianmeldelser.aspx;Forretningsgange - Fagligt;;Rejse
Falck - LGA - Videregivelse af helbredsoplysninger samt aktindsigt.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - Betaling af Falck regninger.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - Dobbeltforsikring.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - Effektiv skadehjælp.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - Fejl begået af Falck.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - Forkortelser.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - Hvornår sendes ubetalte regninger til Falck.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - Klagesager.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - Kontaktoplysninger.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - MF kontaktpersoner i Salg og Rådgivning samt håndtering af MF klager.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - MF Vores vurdering.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - MF økonomisk vurdering.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - Overdragelsen 1 januar 2013.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - Pressesager.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - Reserver.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - Ros skal sendes til Falck.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - Storskader.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - Telefonopkald til LGA refunderes samt liste med telefonnumre.aspx;Forretningsgange - Falck LGA;;Rejse
Falck LGA - Ubetalte USA regninger.aspx;Forretningsgange - Falck LGA;;Rejse
Forretningsgange og retningslinier - Dobbeltforsikring.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Forretningsgange og retningslinier - Efteranvisninger.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Forretningsgange og retningslinier - Én eller to sager.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Forretningsgange og retningslinier - Flyregres.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Forretningsgange og retningslinier - Forlængelser hos Selandia.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Forretningsgange og retningslinier - Forlænget Rejseforsikring.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Forretningsgange og retningslinier - Forretningsgang for F2.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Forretningsgange og retningslinier - Håndbog for kvalitetsspørgsmål.aspx;Forretningsgange - Forretningsgange og retningslinier ;;Rejse
Forretningsgange og retningslinier - Lægekonsulenter  og diagnoseliste.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Forretningsgange og retningslinier - Reassurance - indberetning af skader over 1 mio kr.aspx;Forretningsgange - Forretningsgange og retningslinier ;;Rejse
Forretningsgange og retningslinier - Reserver.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Forretningsgange og retningslinier - Risikovurdering eller sanering.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Forretningsgange og retningslinier - Selvrisiko og pålagt selvrisiko.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Forretningsgange og retningslinier - Skadeadvis.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Forretningsgange og retningslinier - Udenlandske regninger.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
G - 7. Tilkaldelse.aspx;Ankenævnskendelser;;Rejse
H - 8. Tidlig hjemrejse.aspx;Ankenævnskendelser;;Rejse
Hovedformål.aspx;Ordliste;;Rejse
Hvem behandler skader på overfaldsdækningen og dækning for fejlbehandling.aspx;12. Overfaldsdækning og dækning for fejlbehandling;;Rejse
I - 9. Ødelagte feriedage på grund af akut sygdom eller tilskadekomst og rejseafbrydelse.aspx;Ankenævnskendelser;;Rejse
J - 10. Ødelagte feriedage ved sportsferier og dækning for turistmæssige aktiviteter.aspx;Ankenævnskendelser;;Rejse
K - 11. Hjemtransport af bil.aspx;Ankenævnskendelser;;Rejse
Kort om Nordisk Konvention.aspx;Gult og blåt kort samt Nordisk Konvention;;Rejse
L - 12. Overfaldsdækning og dækning for fejlbehandling.aspx;Ankenævnskendelser;;Rejse
Lister - Adresser til flyselskaber.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Lister - Dokumenttyper og flowbeskrivelser.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Lister - Forsikringer på kreditkort.aspx;Forretningsgange - forretningsgange og retningslinier ;;Rejse
Lister - Sikker post adresser.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Lister - Skadeforkortelser i Rejseskade.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Lister - Statistikkoder og hvordan anvendes de.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
M - 13. Redning og eftersøgning.aspx;Ankenævnskendelser;;Rejse
N - 14. Evakuering og tilbageholdelse.aspx;Ankenævnskendelser;;Rejse
O - 15. Forsinket fremmøde.aspx;Ankenævnskendelser;;Rejse
P - 16. Forsinket transportmiddel.aspx;Ankenævnskendelser;;Rejse
Q - 17. Forsinket bagage.aspx;Ankenævnskendelser;;Rejse
R - 18. Erstatningsbil eller motorcykel.aspx;Ankenævnskendelser;;Rejse
Redning og eftersøgning.aspx;13. Redning og eftersøgning;;Rejse
Regler - Aktindsigt for medlemmerne.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Regler - Dødsfald - hvordan udbetaler vi.aspx;Forretningsgange - Forretningsgange og retningslinier ;;Rejse
Regler - Generelle dokumentationsregler.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Regler - Medarbejdersager.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse
Rejseledsager.aspx;Ordliste;;Rejse
Rejsens gennemsnitlige pris pr. dag.aspx;Ordliste;;Rejse
S - 19. Selvrisiko på lejebil mv.aspx;Ankenævnskendelser;;Rejse
StartSide.aspx;;;Rejse
System - Betaling til SE og CVR NR.aspx;Forretningsgange - System og skadeportal;;Rejse
System - Guide til økonomi i skadeportalen.aspx;Forretningsgange - System og skadeportal;;Rejse
System - Hvornår genereres der en skadeadvis.aspx;Forretningsgange - System og skadeportal;;Rejse
System - Superbrugere.aspx;Forretningsgange - System og Skadeportal;;Rejse
System - Udbetalingstekster.aspx;Forretningsgange - System og skadeportal;;Rejse
System - WEB-anlæggelse.aspx;Forretningsgange - System og skadeportal;;Rejse
T - 20. Skade på feriebolig.aspx;Ankenævnskendelser;;Rejse
U - 21. Krisehjælp.aspx;Ankenævnskendelser;;Rejse
V - 22. Bagage og rejsedokumenter.aspx;Ankenævnskendelser;;Rejse
X. 23. Ansvarsdækning og sikkerhedsstillelse.aspx;Ankenævnskendelser;;Rejse
Y. 24. Afbestilling.aspx;Ankenævnskendelser;;Rejse
Z. 25. Generelle bestemmelser.aspx;Ankenævnskendelser;;Rejse
