OrignalFilnavn;NytFilnavn;Gruppe;Undergruppe;Branche;Coincidence;Status
Forretningsgang kombiskader.aspx;Forretningsgang kombiskader.aspx;Husaftaler;;Bil;False;Success
Krav fra Vejdirektoratet.aspx;Krav fra Vejdirektoratet.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Dækning af Speed pedelecs pr. 1.7.18 i Bilskade.aspx;Dækning af Speed pedelecs pr. 1.7.18 i Bilskade.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Besvarelse af klagesager.aspx;BilBesvarelse af klagesager.aspx;Skadepolitikker;;Bil;True;Success
Skader der behandles af Team 2.aspx;Skader der behandles af Team 2.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Skade forvoldt af hærværksmænd.aspx;Skade forvoldt af hærværksmænd.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Sammenstød med heste og andre dyr.aspx;Sammenstød med heste og andre dyr.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Medlemmers børn, som medlem IKKE har givet lov til at benytte den forsikrede bil.aspx;Medlemmers børn, som medlem IKKE har givet lov til at benytte den forsikrede bil.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Selvrisiko ved hjemtaget køretøj.aspx;Selvrisiko ved hjemtaget køretøj.aspx;Vilkårenes afsnit 15 - Generelt for alle dækninger;;Bil;False;Success
Personfølsomme oplysninger og persondata.aspx;Personfølsomme oplysninger og persondata.aspx;Vilkårenes afsnit 15 - Generelt for alle dækninger;;Bil;False;Success
Behandling af personoplysninger.aspx;Behandling af personoplysninger.aspx;Vilkårenes afsnit 15 - Generelt for alle dækninger;;Bil;False;Success
Ankenævnssag Solgt bil kontra selvrisiko.aspx;Ankenævnssag Solgt bil kontra selvrisiko.aspx;Vilkårenes afsnit 15 - Generelt for alle dækninger;;Bil;False;Success
Vejhjælp Før februar 2014.aspx;Vejhjælp Før februar 2014.aspx;Vilkårenes afsnit 4 - Vejhjælp i Danmark;;Bil;False;Success
Underslæb, bedrageri, bortkomst.aspx;Underslæb, bedrageri, bortkomst.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Tyveri af private genstande fra bil.aspx;Tyveri af private genstande fra bil.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Parkeringslicens.aspx;Parkeringslicens.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Nøgler - grov uagtsomhed.aspx;Nøgler - grov uagtsomhed.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
GoMore MinBilDinBil og lignende.aspx;GoMore MinBilDinBil og lignende.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Grov uagtsomhed ctr. klapfejl.aspx;Grov uagtsomhed ctr. klapfejl.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Flyvende trampoliner.aspx;Flyvende trampoliner.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Flyvende trampoliner - kasko.aspx;Flyvende trampoliner - kasko.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Fareforøgelse og pro rata.aspx;Fareforøgelse og pro rata.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Børnebiler.aspx;BilBørnebiler.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;True;Success
Behandling-bearbejdning.aspx;Behandling-bearbejdning.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Afmelding af køretøjer.aspx;Afmelding af køretøjer.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Værdiforringelse.aspx;Værdiforringelse.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Afregning til Alpha Insurance.aspx;Afregning til Alpha Insurance.aspx;Adresser og praktisk info;;Bil;False;Success
Den gode start Bilskade.aspx;Den gode start Bilskade.aspx;Forretningsgange;;Bil;False;Success
Postomdeling i Bilskade.aspx;Postomdeling i Bilskade.aspx;Forretningsgange;;Bil;False;Success
Oprydningskrav.aspx;Oprydningskrav.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Indhentelse af restgæld hos panthaver.aspx;Indhentelse af restgæld hos panthaver.aspx;Forretningsgange;;Bil;False;Success
Skader forvoldt af dyr.aspx;Skader forvoldt af dyr.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Regulering af forsikringsdækningsbeløb i henhold til færdselsloven.aspx;Regulering af forsikringsdækningsbeløb i henhold til færdselsloven.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Erstatning for dyr.aspx;Erstatning for dyr.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Dækning for skade på trailere og transporteret gods.aspx;Dækning for skade på trailere og transporteret gods.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Ansvarskrav ved brandskader.aspx;Ansvarskrav ved brandskader.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Afsavnsaftale med DSB og Banestyrelsen.aspx;Afsavnsaftale med DSB og Banestyrelsen.aspx;Aftaler;;Bil;False;Success
Afsavn og Erstatningsbil til modparter.aspx;Afsavn og Erstatningsbil til modparter.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Skadekonsulentsager Svindelsager.aspx;Skadekonsulentsager Svindelsager.aspx;Forretningsgange;;Bil;False;Success
Dobbelt forsikring.aspx;Dobbelt forsikring.aspx;Vilkårenes afsnit 15 - Generelt for alle dækninger;;Bil;False;Success
Nødret.aspx;Nødret.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Skyldfordeling.aspx;Skyldfordeling.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Rødt lys.aspx;Rødt lys.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Afsavnsaftale DTL og ITD.aspx;Afsavnsaftale DTL og ITD.aspx;Aftaler;;Bil;False;Success
Taksatorringens police R10-9444444.aspx;Taksatorringens police R10-9444444.aspx;Aftaler;;Bil;False;Success
Dokumentation for afsendt EDI.aspx;Dokumentation for afsendt EDI.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
LB's Grønt kort partnere.aspx;LB's Grønt kort partnere.aspx;Udland;;Bil;False;Success
LB´s Motorkøretøjsdirektiv 2009-103-EC partnere.aspx;LB´s Motorkøretøjsdirektiv 2009-103-EC partnere.aspx;Udland;;Bil;False;Success
Fortolkning af regresaftalen.aspx;Fortolkning af regresaftalen.aspx;Aftaler;;Bil;False;Success
Fremgangsmåde ved nye Handling- og motorkøretøjsdirektiv 2009-103-EC skader.aspx;Fremgangsmåde ved nye Handling- og motorkøretøjsdirektiv 2009-103-EC skader.aspx;Udland;;Bil;False;Success
Skader sket i værkstedets varetægt efter 20.4.2018.aspx;Skader sket i værkstedets varetægt efter 20.4.2018.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Dækning for følgeskader.aspx;Dækning for følgeskader.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Handling LB (stat.kode 888).aspx;Handling LB (stat.kode 888).aspx;Udland;;Bil;False;Success
Når skadelidte og skadevolder er forsikret i LBs selskaber.aspx;Når skadelidte og skadevolder er forsikret i LBs selskaber.aspx;Forretningsgange;;Bil;False;Success
Afdragsordninger henstand.aspx;Afdragsordninger henstand.aspx;Forretningsgange ;;Bil;False;Success
Syn og skøn ved uenighed om værdien.aspx;Syn og skøn ved uenighed om værdien.aspx;Taksering;;Bil;False;Success
Pant og leasingsager.aspx;Pant og leasingsager.aspx;Forretningsgange;;Bil;False;Success
Søgning på registreringsnumre ud fra brudstykker.aspx;Søgning på registreringsnumre ud fra brudstykker.aspx;;;Bil;False;Success
Forholdsmæssig beregning ved regresregel F-situationer.aspx;Forholdsmæssig beregning ved regresregel F-situationer.aspx;Adresser og praktisk info;;Bil;False;Success
Urigtige risikooplysninger.aspx;Urigtige risikooplysninger.aspx;Vilkårenes afsnit 15 - Generelt for alle dækninger;;Bil;False;Success
Fradrag af moms for skadelidtes indkøb til udbedring af skade.aspx;Fradrag af moms for skadelidtes indkøb til udbedring af skade.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Forretningsgang kulance i Bilskade.aspx;Forretningsgang kulance i Bilskade.aspx;Skadepolitikker;;Bil;False;Success
Grov uagtsomhed - generelt.aspx;Grov uagtsomhed - generelt.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Skadevolders første forklaring lagt til grund.aspx;Skadevolders første forklaring lagt til grund.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Modparts taksering.aspx;Modparts taksering.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Kørsel uden vand og olie.aspx;Kørsel uden vand og olie.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Skade forvoldt i vaskehaller.aspx;Skade forvoldt i vaskehaller.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Skade forvoldt af nedfaldne træer.aspx;Skade forvoldt af nedfaldne træer.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Skade forvoldt af nedfalden sne og is fra tage.aspx;Skade forvoldt af nedfalden sne og is fra tage.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Skade forvoldt af defekte produkter.aspx;Skade forvoldt af defekte produkter.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Aftale om pris mellem Falck og LB Forsikring.aspx;Aftale om pris mellem Falck og LB Forsikring.aspx;Aftaler;;Bil;False;Success
Regressager selvrisiko.aspx;Regressager selvrisiko.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Kaskoskader forvoldt af passagerer.aspx;Kaskoskader forvoldt af passagerer.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Huller i vejen.aspx;Huller i vejen.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Erhvervsansvar kontra motoransvar.aspx;Erhvervsansvar kontra motoransvar.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Indeksering af selvrisikobeløb i Bilskade.aspx;Indeksering af selvrisikobeløb i Bilskade.aspx;Vilkårenes afsnit 15 - Generelt for alle dækninger ;;Bil;False;Success
Selvrisiko når ansvaret bortfalder efter EAL § 19.aspx;Selvrisiko når ansvaret bortfalder efter EAL § 19.aspx;Vilkårenes afsnit 15 - Generelt for alle dækninger;;Bil;False;Success
Leasingdækning.aspx;Leasingdækning.aspx;Vilkårenes afsnit 11 - Leasing;;Bil;False;Success
Selvrisikodækning.aspx;Selvrisikodækning.aspx;Vilkårenes afsnit 10 - Selvrisikodækning;;Bil;False;Success
Ud og indstigning.aspx;Ud og indstigning.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Afsavnsaftale mellem Forsikring og Pension og Dansk Taxi Råd.aspx;Afsavnsaftale mellem Forsikring og Pension og Dansk Taxi Råd.aspx;Aftaler;;Bil;False;Success
Selvrisiko ved fører under 25 år.aspx;Selvrisiko ved fører under 25 år.aspx;Vilkårenes afsnit 15 - Generelt for alle dækninger;;Bil;False;Success
Skiboks - tagboks.aspx;Skiboks - tagboks.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
FDM exit efter 2.1.2018.aspx;FDM exit efter 2.1.2018.aspx;Adresser og praktisk info;;Bil;False;Success
Kap. 2 - aftalen.aspx;Kap. 2 - aftalen.aspx;Aftaler ;;Bil;False;Success
Afvisning af direkte afledte krav.aspx;Afvisning af direkte afledte krav.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Nye øjne. Sådan tildeles sagen til en kollega.aspx;Nye øjne. Sådan tildeles sagen til en kollega.aspx;Skadepolitikker;;Bil;False;Success
EU Momsdirektiv 2008-08 CE.aspx;EU Momsdirektiv 2008-08 CE.aspx;Udland;;Bil;False;Success
Kontaktoplysninger, kontonr. mv på forsikringsselskaber.aspx;Kontaktoplysninger, kontonr. mv på forsikringsselskaber.aspx;Adresser og praktisk info;;Bil;False;Success
LB relationsskader skader der involverer personer med særlig tilknytning til LB Forsikring.aspx;LB relationsskader skader der involverer personer med særlig tilknytning til LB Forsikring.aspx;Forretningsgange;;Bil;False;Success
Spirituskørsel.aspx;Spirituskørsel.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Dækning af tilbehør til El-biler.aspx;Dækning af tilbehør til El-biler.aspx;Vilkårenes afsnit 3 - kaskoforsikring;;Bil;False;Success
Motorkøretøjsdirektiv 2009-103-EC.aspx;Motorkøretøjsdirektiv 2009-103-EC.aspx;Udland;;Bil;False;Success
Mekanisk skade Syre i brændstoftanken.aspx;Mekanisk skade Syre i brændstoftanken.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Nedstyrende genstande.aspx;Nedstyrende genstande.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Tyveri af køretøjer.aspx;Tyveri af køretøjer.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Fl §101 stk 1 fandt ikke anvendelse -Dækningstilsagn trukket tilbage.aspx;Fl §101 stk 1 fandt ikke anvendelse -Dækningstilsagn trukket tilbage.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Vejledning i udlandsskader til brug i Bilskade.aspx;Vejledning i udlandsskader til brug i Bilskade.aspx;Udland;;Bil;False;Success
Retspraksis og anden praksis.aspx;Retspraksis og anden praksis.aspx;Udland;;Bil;False;Success
Kortslutning.aspx;Kortslutning.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Forretningsgang LB og SOS vedr. kaskoskader.aspx;Forretningsgang LB og SOS vedr. kaskoskader.aspx;Udland;;Bil;False;Success
Retten til erstatning for personskade bortfaldt som følge af forsætlig medvirken.aspx;Retten til erstatning for personskade bortfaldt som følge af forsætlig medvirken.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Kørsel med isede og duggede ruder.aspx;Kørsel med isede og duggede ruder.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Forbehold for reparation.aspx;Forbehold for reparation.aspx;Forretningsgange;;Bil;False;Success
Børns ansvar.aspx;Børns ansvar.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Anvisningskompetencer.aspx;Anvisningskompetencer.aspx;Forretningsgange;;Bil;False;Success
Glaslister.aspx;Glaslister.aspx;Forretningsgange;;Bil;False;Success
Motorløb og banekørsel.aspx;Motorløb og banekørsel.aspx;Vilkårenes afsnit 15 - Generelt for alle dækninger;;Bil;False;Success
Koder på retur post.aspx;Koder på retur post.aspx;Adresser og praktisk info;;Bil;False;Success
Søgning på udenlandske registreringsnumre og nummerplader.aspx;Søgning på udenlandske registreringsnumre og nummerplader.aspx;Udland;;Bil;False;Success
Udenlandske køretøjer - online opslag.aspx;Udenlandske køretøjer - online opslag.aspx;Udland;;Bil;False;Success
Grønkortordning 3 måneders regel.aspx;Grønkortordning 3 måneders regel.aspx;Udland;;Bil;False;Success
Tyveri af nøgler og omkodning af låse.aspx;Tyveri af nøgler og omkodning af låse.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Narkotika.aspx;Narkotika.aspx;Vilkårenes afsnit 3 - Kaskoforsikring ;;Bil;False;Success
Campingvogn og fortelte.aspx;Campingvogn og fortelte.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Handicapbiler.aspx;Handicapbiler.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Dækning af 17-årige, der fører bil.aspx;Dækning af 17-årige, der fører bil.aspx;Forretningsgange;;Bil;False;Success
Afsavnsaftale Danske kørelæreres Landsforbund.aspx;Afsavnsaftale Danske kørelæreres Landsforbund.aspx;Aftaler;;Bil;False;Success
Glasskader.aspx;BilGlasskader.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;True;Success
Afsavnsaftale for busser Danske Busvognmænd.aspx;Afsavnsaftale for busser Danske Busvognmænd.aspx;Aftaler;;Bil;False;Success
Kbhs Byrets dom 8.2.17 Fald i kørestol fra lift.aspx;Kbhs Byrets dom 8.2.17 Fald i kørestol fra lift.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Stormflodsskader.aspx;BilStormflodsskader.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;True;Success
Anmeldelser via Skadehjælp.aspx;Anmeldelser via Skadehjælp.aspx;Forretningsgange;;Bil;False;Success
Undervisning i afsavn 2017.aspx;Undervisning i afsavn 2017.aspx;Undervisning;;Bil;False;Success
Afsavnsaftale for udlejningskøretøjer med Danske biludlejere.aspx;Afsavnsaftale for udlejningskøretøjer med Danske biludlejere.aspx;Aftaler;;Bil;False;Success
Regres overfor privatpersoner.aspx;Regres overfor privatpersoner.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Undervisning 2017 Regres overfor privatpersoner.aspx;Undervisning 2017 Regres overfor privatpersoner.aspx;Undervisning;;Bil;False;Success
Reparation af bilen.aspx;Reparation af bilen.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Uoriginale reservedele og garantibestemmelser.aspx;Uoriginale reservedele og garantibestemmelser.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Ny forretningsgang i gerningsmandssager.aspx;Ny forretningsgang i gerningsmandssager.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Opkrævninger.aspx;Opkrævninger.aspx;Forretningsgange;;Bil;False;Success
Sager overdraget til Medlemsjura.aspx;Sager overdraget til Medlemsjura.aspx;Adresser og praktisk info;;Bil;False;Success
Tyveri af biler fra værksted.aspx;Tyveri af biler fra værksted.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Skader forvoldt af Falck, andre vejhjælps og bugseringsfirmaer.aspx;Skader forvoldt af Falck, andre vejhjælps og bugseringsfirmaer.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Retshjælp.aspx;Retshjælp.aspx;Vilkårenes afsnit 14 - Retshjælp;;Bil;False;Success
Ekstra Førererstatning.aspx;Ekstra Førererstatning.aspx;Vilkårenes afsnit 13 - Ekstra førererstatning;;Bil;False;Success
Fører og passagerulykke.aspx;Fører og passagerulykke.aspx;Vilkårenes afsnit 12 - Fører og passagerulykke;;Bil;False;Success
Redning i udlandet.aspx;Redning i udlandet.aspx;Vilkårenes afsnit 9 - Redning i udlandet;;Bil;False;Success
Trailerdækning.aspx;Trailerdækning.aspx;Vilkårenes afsnit 8 - Trailerdækning;;Bil;False;Success
Hjemtransport Europa.aspx;Hjemtransport Europa.aspx;Vilkårenes afsnit 7 - Hjemtransport Europa;;Bil;False;Success
Personhjælp ved trafikuheld.aspx;Personhjælp ved trafikuheld.aspx;Vilkårenes afsnit 6 - Personhjælp ved trafikuheld;;Bil;False;Success
Vejhjælp i Europa.aspx;Vejhjælp i Europa.aspx;Vilkårenes afsnit 5 - Vejhjælp i Europa;;Bil;False;Success
Vejhjælp i Danmark.aspx;Vejhjælp i Danmark.aspx;Vilkårenes afsnit 4 - Vejhjælp i Danmark;;Bil;False;Success
Hvilke typer af skader dækker forsikringen.aspx;Hvilke typer af skader dækker forsikringen.aspx;Vilkårenes afsnit 1 E - Hvilke typer af skader dækker forsikringen;;Bil;False;Success
Forsikringsdækning, når medlemmets bil bruges til Uber.aspx;Forsikringsdækning, når medlemmets bil bruges til Uber.aspx;Forretningsgange;;Bil;False;Success
Opkrævning af halv selvrisiko.aspx;Opkrævning af halv selvrisiko.aspx;Forretningsgange;;Bil;False;Success
Opkrævning af selvrisiko.aspx;Opkrævning af selvrisiko.aspx;Systemet;;Bil;False;Success
Nedslidte dæk.aspx;Nedslidte dæk.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Se synsrapport, kilometertal og restgæld.aspx;Se synsrapport, kilometertal og restgæld.aspx;Adresser og praktisk info;;Bil;False;Success
Kontakt til Taksatorringen Rødovre.aspx;Kontakt til Taksatorringen Rødovre.aspx;Adresser og praktisk info;;Bil;False;Success
Afsavnsaftale med politiet.aspx;Afsavnsaftale med politiet.aspx;Aftaler;;Bil;False;Success
Lånebil.aspx;Lånebil.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Mekanisk skade.aspx;Mekanisk skade.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Oprettelse af en eller flere skader.aspx;Oprettelse af en eller flere skader.aspx;Forretningsgange;;Bil;False;Success
Brand.aspx;BilBrand.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;True;Success
Skadepolitik ved afslutning af sag.aspx;Skadepolitik ved afslutning af sag.aspx;Skadepolitikker;;Bil;False;Success
Skader sket i forbindelse med slæbning og bugsering.aspx;Skader sket i forbindelse med slæbning og bugsering.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Information til sanering.aspx;Information til sanering.aspx;Forretningsgange;;Bil;False;Success
Forbehold ifm politirapport.aspx;Forbehold ifm politirapport.aspx;Forretningsgange;;Bil;False;Success
Objektivt ansvar når motordrevet køretøj sætter sig selv i gang.aspx;Objektivt ansvar når motordrevet køretøj sætter sig selv i gang.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Skader forvoldt af hunde.aspx;Skader forvoldt af hunde.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
FDM-test.aspx;FDM-test.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Ændringer i færdselsloven omkring kørekort.aspx;Ændringer i færdselsloven omkring kørekort.aspx;Adresser og praktisk info;;Bil;False;Success
Selvrisiko når ansvar bortfalder jf. EAL § 19.aspx;Selvrisiko når ansvar bortfalder jf. EAL § 19.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Forretningsgang for 1242 sager.aspx;Forretningsgang for 1242 sager.aspx;Vilkårenes afsnit 15 - Regres;;Bil;False;Success
Varsler om farligt vejr i Danmark.aspx;Varsler om farligt vejr i Danmark.aspx;Adresser og praktisk info;;Bil;False;Success
Identifikation med ny husaftale.aspx;Identifikation med ny husaftale.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Selvrisiko på lejebil i udland.aspx;Selvrisiko på lejebil i udland.aspx;Udland;;Bil;False;Success
Påkørsel af egen eller samlevers bil.aspx;Påkørsel af egen eller samlevers bil.aspx;Husaftaler;;Bil;False;Success
Klagevejledning til Ankenævnet for Forsikring.aspx;Klagevejledning til Ankenævnet for Forsikring.aspx;Forretningsgange;;Bil;False;Success
Rudeskift til original eller uoriginal.aspx;Rudeskift til original eller uoriginal.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Grønt kort bureauer.aspx;Grønt kort bureauer.aspx;Udland;;Bil;False;Success
Kontonumre, mailadresser på LBs selskaber.aspx;Kontonumre, mailadresser på LBs selskaber.aspx;Adresser og praktisk info;;Bil;False;Success
Redning og bevaring.aspx;Redning og bevaring.aspx;Vilkårenes afsnit 2 - Ansvarsforsikring;;Bil;False;Success
Regler for brug af EDI regres.aspx;Regler for brug af EDI regres.aspx;Forretningsgange;;Bil;False;Success
Udenlandske bilister i Danmark.aspx;Udenlandske bilister i Danmark.aspx;Udland;;Bil;False;Success
Kasko- og mekaniske skader opstået i køretøjets registreringsland - medlemmets bopælsland.aspx;Kasko- og mekaniske skader opstået i køretøjets registreringsland - medlemmets bopælsland.aspx;Udland;;Bil;False;Success
Beskrivelse af Østkontoret.aspx;Beskrivelse af Østkontoret.aspx;Udland;;Bil;False;Success
Mail adresser på forsikringsselskaber og andre samarbejdspartnere.aspx;Mail adresser på forsikringsselskaber og andre samarbejdspartnere.aspx;Adresser og praktisk info;;Bil;False;Success
Dagens sager fra Østkontoret.aspx;Dagens sager fra Østkontoret.aspx;Forretningsgange;;Bil;False;Success
Undervisning i Regres modul 2.aspx;Undervisning i Regres modul 2.aspx;Undervisning;;Bil;False;Success
Indbogenstande som permanent er anbragt i medlems autocamper.aspx;Indbogenstande som permanent er anbragt i medlems autocamper.aspx;Vilkårenes afsnit 3 - Kaskoforsikring;;Bil;False;Success
Administratorer i Autotaks.aspx;Administratorer i Autotaks.aspx;Forretningsgange;;Bil;False;Success
Forældelse.aspx;BilForældelse.aspx;Forretningsgange;;Bil;True;Success
