OrignalFilnavn;NytFilnavn;Gruppe;Undergruppe;Branche;Coincidence;Status
3. Erstatning - Hvis medlem ikke indhenter rejserute.aspx;3. Erstatning - Hvis medlem ikke indhenter rejserute.aspx;15. Forsinket fremmøde;;Rejse;False;Success
3. Erstatning - Hvor meget skal vi udbetale samt når medlemmet står registreret som fører.aspx;3. Erstatning - Hvor meget skal vi udbetale samt når medlemmet står registreret som fører.aspx;19. Selvrisiko på lejebil mv.;;Rejse;False;Success
3. Erstatning - Hvor skal medlemmet leje bil.aspx;3. Erstatning - Hvor skal medlemmet leje bil.aspx;18. Erstatningsbil eller motorcykel;;Rejse;False;Success
3. Erstatning - Hvordan beregnes antallet af dage.aspx;3. Erstatning - Hvordan beregnes antallet af dage.aspx;9. Ødelagte feriedage på grund af akut sygdom eller tilskadekomst og rejseafbrydelse;;Rejse;False;Success
3. Erstatning - Hvordan opgøres erstatningen.aspx;3. Erstatning - Hvordan opgøres erstatningen.aspx;17. Forsinket bagage;;Rejse;False;Success
3. Erstatning - Hvordan udregnes forsinkelsens varighed samt udgift til andet transportmiddel.aspx;3. Erstatning - Hvordan udregnes forsinkelsens varighed samt udgift til andet transportmiddel.aspx;16. Forsinket transportmiddel;;Rejse;False;Success
3. Erstatning - Hvornår og hvordan ydes der erstatning.aspx;3. Erstatning - Hvornår og hvordan ydes der erstatning.aspx;9. Ødelagte feriedage på grund af akut sygdom eller tilskadekomst og rejseafbrydelse ;;Rejse;False;Success
3. Erstatning - Interrailkort.aspx;3. Erstatning - Interrailkort.aspx;22. Bagage og rejsedokumenter;;Rejse;False;Success
3. Erstatning - Lang tid til afrejsen.aspx;3. Erstatning - Lang tid til afrejsen.aspx;24. Afbestilling;;Rejse;False;Success
3. Erstatning - Lejebil som transportudgift eller turistmæssig aktivitet.aspx;3. Erstatning - Lejebil som transportudgift eller turistmæssig aktivitet.aspx;9. Ødelagte feriedage på grund af akut sygdom eller tilskadekomst og rejseafbrydelse;;Rejse;False;Success
3. Erstatning - Lægeordineret medicin.aspx;3. Erstatning - Lægeordineret medicin.aspx;2. Sygdom eller tilskadekomst;;Rejse;False;Success
3. Erstatning - Medicin der er glemt, opbrugt eller beskadiget.aspx;3. Erstatning - Medicin der er glemt, opbrugt eller beskadiget.aspx;2. Sygdom eller tilskadekomst;;Rejse;False;Success
3. Erstatning - Politirapport ikke altid nødvendig.aspx;3. Erstatning - Politirapport ikke altid nødvendig.aspx;22. Bagage og rejsedokumenter;;Rejse;False;Success
3. Erstatning - Rabiesvaccine efter hjemkomst til Danmark.aspx;3. Erstatning - Rabiesvaccine efter hjemkomst til Danmark.aspx;2. Sygdom eller tilskadekomst;;Rejse;False;Success
3. Erstatning - Refusion fra rejsearrangør.aspx;3. Erstatning - Refusion fra rejsearrangør.aspx;24. Afbestilling;;Rejse;False;Success
3. Erstatning - Rejse medlemmet har betalt for alle rejsedeltagere.aspx;3. Erstatning - Rejse medlemmet har betalt for alle rejsedeltagere.aspx;24. Afbestilling;;Rejse;False;Success
3. Erstatning - Rejse som medlem har solgt videre i stedet for at afbestille.aspx;3. Erstatning - Rejse som medlem har solgt videre i stedet for at afbestille.aspx;24. Afbestilling;;Rejse;False;Success
3. Erstatning - Rejse som medlem ikke selv har betalt.aspx;3. Erstatning - Rejse som medlem ikke selv har betalt.aspx;24. Afbestilling;;Rejse;False;Success
3. Erstatning - Returrejse.aspx;3. Erstatning - Returrejse.aspx;5. Hjemkaldelse;;Rejse;False;Success
3. Erstatning - Sygetransport.aspx;3. Erstatning - Sygetransport.aspx;3. Syge- og hjemtransport;;Rejse;False;Success
3. Erstatning - Tandbehandling på hospital eller ved læge.aspx;3. Erstatning - Tandbehandling på hospital eller ved læge.aspx;2. Sygdom eller tilskadekomst;;Rejse;False;Success
3. Erstatning - Tandproteser.aspx;3. Erstatning - Tandproteser.aspx;2. Sygdom eller tilskadekomst;;Rejse;False;Success
3. Erstatning - Taxaudgifter.aspx;3. Erstatning - Taxaudgifter.aspx;6. Sygeledsagelse;;Rejse;False;Success
3. Erstatning - Tilsvarende feriebolig.aspx;3. Erstatning - Tilsvarende feriebolig.aspx;20. Skade på feriebolig;;Rejse;False;Success
3. Erstatning - Tyggeskade.aspx;3. Erstatning - Tyggeskade.aspx;2. Sygdom eller tilskadekomst;;Rejse;False;Success
3. Erstatning - Udgifter til medicin i forbindelse med tandbehandling.aspx;3. Erstatning - Udgifter til medicin i forbindelse med tandbehandling.aspx;2. Sygdom eller tilskadekomst;;Rejse;False;Success
3. Erstatning - Ødelagte feriedage vs afbestilling.aspx;3. Erstatning - Ødelagte feriedage vs afbestilling.aspx;9. Ødelagte feriedage på grund af akut sygdom eller tilskadekomst og rejseafbrydelse;;Rejse;False;Success
4. Dokumentation - Bagageidentifikation.aspx;4. Dokumentation - Bagageidentifikation.aspx;22. Bagage og rejsedokumenter;;Rejse;False;Success
4. Dokumentation - Dødsattest.aspx;4. Dokumentation - Dødsattest.aspx;5. Hjemkaldelse;;Rejse;False;Success
4. Dokumentation - Dødsfald.aspx;4. Dokumentation - Dødsfald.aspx;24. Afbestilling;;Rejse;False;Success
4. Dokumentation - Forsinkelsens varighed.aspx;4. Dokumentation - Forsinkelsens varighed.aspx;17. Forsinket bagage;;Rejse;False;Success
4. Dokumentation - Kvitteringer for ekstraudgifter.aspx;4. Dokumentation - Kvitteringer for ekstraudgifter.aspx;16. Forsinket transportmiddel;;Rejse;False;Success
4. Dokumentation - Kvitteringer for erstatningskøb.aspx;4. Dokumentation - Kvitteringer for erstatningskøb.aspx;17. Forsinket bagage;;Rejse;False;Success
4. Dokumentation - Når vores lægekonsulent ikke er enig i lægeattest.aspx;4. Dokumentation - Når vores lægekonsulent ikke er enig i lægeattest.aspx;24. Afbestilling;;Rejse;False;Success
4. Dokumentation - Priser på lægeattest (FP 910).aspx;4. Dokumentation - Priser på lægeattest (FP 910).aspx;24. Afbestilling;;Rejse;False;Success
4. Dokumentation - Skema til identifikation af bagagetyper.aspx;4. Dokumentation - Skema til identifikation af bagagetyper.aspx;17. Forsinket bagage;;Rejse;False;Success
4. Dokumentation - Årsagen til forsinkelsen og varigheden.aspx;4. Dokumentation - Årsagen til forsinkelsen og varigheden.aspx;16. Forsinket transportmiddel;;Rejse;False;Success
A - 1. Rejseforsikringens hvem - hvad - hvor.aspx;A - 1. Rejseforsikringens hvem - hvad - hvor.aspx;Ankenævnskendelser;;Rejse;False;Success
Arbejdsgange - Anlæggelse af telefonanmeldelser.aspx;Arbejdsgange - Anlæggelse af telefonanmeldelser.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Arbejdsgange - Flow, fællespostkassen og arbejdsgang for grupperne.aspx;Arbejdsgange - Flow, fællespostkassen og arbejdsgang for grupperne.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Arbejdsgange - Fordeling af nye øjne sager.aspx;Arbejdsgange - Fordeling af nye øjne sager.aspx;Forretningsgange - Forretningsgange og retningslinier ;;Rejse;False;Success
Arbejdsgange - Medlemsafdelingen (post).aspx;Arbejdsgange - Medlemsafdelingen (post).aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Arbejdsgange - Modtagelse af effekter.aspx;Arbejdsgange - Modtagelse af effekter.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Arbejdsgange - Skift af sagsbehandler.aspx;Arbejdsgange - Skift af sagsbehandler.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
B - 2. Sygdom eller tilskadekomst.aspx;B - 2. Sygdom eller tilskadekomst.aspx;Ankenævnskendelser;;Rejse;False;Success
B. Hvem dækker forsikringen - Adoptivbørn.aspx;B. Hvem dækker forsikringen - Adoptivbørn.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse;False;Success
B. Hvem dækker forsikringen - Bofælle eller logerende.aspx;B. Hvem dækker forsikringen - Bofælle eller logerende.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse;False;Success
B. Hvem dækker forsikringen - Delebørn.aspx;B. Hvem dækker forsikringen - Delebørn.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse;False;Success
B. Hvem dækker forsikringen - Medlem uden folkeregisteradresse på forsikringsstedet.aspx;B. Hvem dækker forsikringen - Medlem uden folkeregisteradresse på forsikringsstedet.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse;False;Success
B. Hvem dækker forsikringen - Plejebørn samt aflastningsbørn.aspx;B. Hvem dækker forsikringen - Plejebørn samt aflastningsbørn.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse;False;Success
B. Hvem dækker forsikringen - Æresmedlemmer.aspx;B. Hvem dækker forsikringen - Æresmedlemmer.aspx;1. Rejseforsikringens hvem - hvad - hvor ;;Rejse;False;Success
C - 3. Syge- og hjemtransport.aspx;C - 3. Syge- og hjemtransport.aspx;Ankenævnskendelser;;Rejse;False;Success
C. Generelle undtagelser til dækningerne - selvforskyldt beruselse.aspx;C. Generelle undtagelser til dækningerne - selvforskyldt beruselse.aspx;25. Generelle bestemmelser;;Rejse;False;Success
