OrignalFilnavn;NytFilnavn;Gruppe;Undergruppe;Branche;Coincidence;Status
Ny lejelov pr. 1. juli 2015.aspx;Ny lejelov pr. 1. juli 2015.aspx;Notater m.m.;;Retshjælp;False;Success
§ 8, stk. 6 - Én eller flere forsikringsbegivenheder.aspx;§ 8, stk. 6 - Én eller flere forsikringsbegivenheder.aspx;Vilkårenes § 8 - Erstatning og selvrisiko;;Retshjælp;False;Success
Hvilke omkostninger er dækket.aspx;Hvilke omkostninger er dækket.aspx;Vilkårenes § 4 - Hvilke omkostninger er dækket? ;;Retshjælp;False;Success
Valg af advokat.aspx;Valg af advokat.aspx;Vilkårenes § 11 - Valg af advokat;;Retshjælp;False;Success
§ 2, stk. 2 - Er der dokumenteret en tvist.aspx;§ 2, stk. 2 - Er der dokumenteret en tvist.aspx;Vilkårenes § 2 - Hvilke tvister er dækket? ;;Retshjælp;False;Success
Lejesager.aspx;Lejesager.aspx;Vilkårenes § 10 - Forsikringsperioden;;Retshjælp;False;Success
Patientskadesager.aspx;Patientskadesager.aspx;Vilkårenes § 10 - Forsikringsperioden ;;Retshjælp;False;Success
§ 8, stk. 5 – Kumulerede sager og selvrisiko.aspx;§ 8, stk. 5 – Kumulerede sager og selvrisiko.aspx;Vilkårenes § 8 - Erstatning og selvrisiko;;Retshjælp;False;Success
§ 8, stk. 1 - Hvilke omkostninger er omfattet.aspx;§ 8, stk. 1 - Hvilke omkostninger er omfattet.aspx;Vilkårenes § 8 - Erstatning og selvrisiko;;Retshjælp;False;Success
Taksationskomite og overtaksationskomite.aspx;Taksationskomite og overtaksationskomite.aspx;Vilkårenes § 7 - Klagenævn;;Retshjælp;False;Success
Lejet bil i udlandet.aspx;Lejet bil i udlandet.aspx;Vilkårenes § 14 B - særlige vilkår - motorkøretøj;;Retshjælp;False;Success
Personskader.aspx;Personskader.aspx;Vilkårenes § 10 - Forsikringsperioden;;Retshjælp;False;Success
Vilkårenes § 3, stk. 3 - Forældremyndighed mv.aspx;Vilkårenes § 3, stk. 3 - Forældremyndighed mv.aspx;Vilkårenes § 3 - Hvilke tvister er ikke dækket?;;Retshjælp;False;Success
Klageprocedure.aspx;RetshjælpKlageprocedure.aspx;Klagesagsbehandling ;;Retshjælp;True;Success
§ 8, stk. 2 - De økonomiske betingelser for fri proces.aspx;§ 8, stk. 2 - De økonomiske betingelser for fri proces.aspx;Vilkårenes § 8 - Erstatning og selvrisiko;;Retshjælp;False;Success
§ 2, stk. 1 - Civilretlig tvist.aspx;§ 2, stk. 1 - Civilretlig tvist.aspx;Vilkårenes § 2 - Hvilke tvister er dækket? ;;Retshjælp;False;Success
§ 2, stk. 2 - Begrebet tvist.aspx;§ 2, stk. 2 - Begrebet tvist.aspx;Vilkårenes § 2 - Hvilke tvister er dækket?;;Retshjælp;False;Success
Klagesagsbehandling.aspx;Klagesagsbehandling.aspx;Klagesagsbehandling;;Retshjælp;False;Success
Advokatsalær mv.aspx;Advokatsalær mv.aspx;Vilkårenes § 7 - Klagenævn;;Retshjælp;False;Success
Kontonummer.aspx;Kontonummer.aspx;Forretningsgange;;Retshjælp;False;Success
Hvilke omkostninger er ikke dækket.aspx;Hvilke omkostninger er ikke dækket.aspx;Vilkårenes § 5 - Hvilke omkostninger er ikke dækket? ;;Retshjælp;False;Success
Klagenævn.aspx;Klagenævn.aspx;Vilkårenes § 7 - Klagenævn;;Retshjælp;False;Success
§ 8, stk. 7 - A conto afregning.aspx;§ 8, stk. 7 - A conto afregning.aspx;Vilkårenes § 8 - Erstatning og selvrisiko;;Retshjælp;False;Success
Sagsfordeling.aspx;Sagsfordeling.aspx;Forretningsgange;;Retshjælp;False;Success
Salærklager.aspx;Salærklager.aspx;Klagesagsbehandling;;Retshjælp;False;Success
Forsikringsperioden  generelt.aspx;Forsikringsperioden  generelt.aspx;Vilkårenes § 10 - Forsikringsperioden;;Retshjælp;False;Success
Rykkerprocedure uerholdelige omkostninger.aspx;Rykkerprocedure uerholdelige omkostninger.aspx;Forretningsgange;;Retshjælp;False;Success
Karnov-adgang.aspx;Karnov-adgang.aspx;Forretningsgange ;;Retshjælp;False;Success
Vilkårenes § 9, stk. 4 - Tillagte omkostninger.aspx;Vilkårenes § 9, stk. 4 - Tillagte omkostninger.aspx;Vilkårenes § 9 - Fordeling af omkostninger;;Retshjælp;False;Success
Vilkårenes § 9, stk. 1 - Nødvendige oplysninger.aspx;Vilkårenes § 9, stk. 1 - Nødvendige oplysninger.aspx;Vilkårenes § 9 - Fordeling af omkostninger;;Retshjælp;False;Success
Vilkårenes § 9, stk. 2 - Forlig.aspx;Vilkårenes § 9, stk. 2 - Forlig.aspx;Vilkårenes § 9 - Fordeling af omkostninger;;Retshjælp;False;Success
Vilkårenes § 9, stk. 3 - Voldgift.aspx;Vilkårenes § 9, stk. 3 - Voldgift.aspx;Vilkårenes § 9 - Fordeling af omkostninger;;Retshjælp;False;Success
Vilkårenes § 3, stk. 2 - Tvister mod offentlige myndigheder.aspx;Vilkårenes § 3, stk. 2 - Tvister mod offentlige myndigheder.aspx;Vilkårenes § 3 - Hvilke tvister er ikke dækket?;;Retshjælp;False;Success
Vilkårenes § 3, stk. 4 - Formueforhold mv.aspx;Vilkårenes § 3, stk. 4 - Formueforhold mv.aspx;Vilkårenes § 3 - Hvilke tvister er ikke dækket?;;Retshjælp;False;Success
Vilkårenes § 3, stk. 5 - Dødsbobehandling og arv.aspx;Vilkårenes § 3, stk. 5 - Dødsbobehandling og arv.aspx;Vilkårenes § 3 - Hvilke tvister er ikke dækket?;;Retshjælp;False;Success
Vilkårenes § 3, stk. 6 - Private injuriesager.aspx;Vilkårenes § 3, stk. 6 - Private injuriesager.aspx;Vilkårenes § 3 - Hvilke tvister er ikke dækket? ;;Retshjælp;False;Success
Vilkårenes § 3, stk. 8 - Inkassosager mod sikrede.aspx;Vilkårenes § 3, stk. 8 - Inkassosager mod sikrede.aspx;Vilkårenes § 3 - Hvilke tvister er ikke dækket?;;Retshjælp;False;Success
Køreplan.aspx;Køreplan.aspx;Forretningsgange;;Retshjælp;False;Success
Udbetalinger.aspx;RetshjælpUdbetalinger.aspx;Forretningsgange ;;Retshjælp;True;Success
Reserve.aspx;Reserve.aspx;Forretningsgange ;;Retshjælp;False;Success
Bistandsadvokater.aspx;Bistandsadvokater.aspx;Husaftaler;;Retshjælp;False;Success
Selvrisiko.aspx;RetshjælpSelvrisiko.aspx;Husaftaler;;Retshjælp;True;Success
Besvarelse af henvendelser.aspx;Besvarelse af henvendelser.aspx;Forretningsgange;;Retshjælp;False;Success
Brevtekster.aspx;Brevtekster.aspx;Vilkårenes § 11 - Valg af advokat;;Retshjælp;False;Success
Hvem er dækket.aspx;Hvem er dækket.aspx;Vilkårenes § 1 - Hvem er sikret?;;Retshjælp;False;Success
Salærafregning herunder ved advokatskifte.aspx;Salærafregning herunder ved advokatskifte.aspx;Vilkårenes § 8 - Erstatning og selvrisiko;;Retshjælp;False;Success
Fri proces.aspx;Fri proces.aspx;Vilkårenes § 6 - Fri Proces ;;Retshjælp;False;Success
Advokatnævnets Responsumudvalg.aspx;Advokatnævnets Responsumudvalg.aspx;Klagesagsbehandling;;Retshjælp;False;Success
Salær tvister.aspx;Salær tvister.aspx;Vilkårenes § 8 - Erstatning og selvrisiko;;Retshjælp;False;Success
Generelle bestemmelser.aspx;Generelle bestemmelser.aspx;Vilkårenes § 13 - Generelle bestemmelser;;Retshjælp;False;Success
Særlige vilkår - lystfartøj.aspx;Særlige vilkår - lystfartøj.aspx;Vilkårenes § 14 C - Særlige vilkår - lystfartøj;;Retshjælp;False;Success
Særlige vilkår - motorkøretøj.aspx;Særlige vilkår - motorkøretøj.aspx;Vilkårenes § 14 B - Særlige vilkår - motorkøretøj;;Retshjælp;False;Success
Anmeldelse til selskabet.aspx;Anmeldelse til selskabet.aspx;Vilkårenes § 12 - Anmeldelse til selskabet ;;Retshjælp;False;Success
Særlige vilkår - Hus og sommerhus.aspx;Særlige vilkår - Hus og sommerhus.aspx;Vilkårenes § 14 A - Særlige vilkår - hus og sommerhus;;Retshjælp;False;Success
