OrignalFilnavn;NytFilnavn;Gruppe;Undergruppe;Branche;Coincidence;Status
Dyrlæger i udlandet.aspx;Dyrlæger i udlandet.aspx;Forretningsgang;;Hund;False;Success
Startside.aspx;HundStartside.aspx;Erstatningsopgørelse;;Hund;True;Success
Dysplasi.aspx;Dysplasi.aspx;Sygdom;;Hund;False;Success
Brystkræft - Sterilisation - Fjernelse af livmoder.aspx;Brystkræft - Sterilisation - Fjernelse af livmoder.aspx;Sygdom;;Hund;False;Success
Røntgenoptagelser.aspx;Røntgenoptagelser.aspx;Erstatningsopgørelse;;Hund;False;Success
Betaling af regninger fra Søren Karstensen for konsulentbistand.aspx;Betaling af regninger fra Søren Karstensen for konsulentbistand.aspx;Forretningsgang;;Hund;False;Success
Dyrlægekonsulent Søren Karstensen.aspx;Dyrlægekonsulent Søren Karstensen.aspx;Forretningsgang;;Hund;False;Success
Dominansproblemer.aspx;Dominansproblemer.aspx;Sygdom;;Hund;False;Success
Kastration.aspx;Kastration.aspx;Sygdom;;Hund;False;Success
Ankenævnskendelse vedrørende sygdom opstået før forsikringen trådte i kraft.aspx;Ankenævnskendelse vedrørende sygdom opstået før forsikringen trådte i kraft.aspx;Ankenævnskendelser ;;Hund;False;Success
Skadedato.aspx;Skadedato.aspx;Forretningsgang;;Hund;False;Success
Regres.aspx;HundRegres.aspx;Forretningsgang;;Hund;True;Success
Aflivning.aspx;Aflivning.aspx;Erstatningsopgørelse;;Hund;False;Success
Tandskade.aspx;Tandskade.aspx;Tilskadekomst;;Hund;False;Success
Sterilisation.aspx;Sterilisation.aspx;Sygdom;;Hund;False;Success
Hundesygeforsikringens varighed.aspx;Hundesygeforsikringens varighed.aspx;Forretningsgang;;Hund;False;Success
Guldimplantater.aspx;Guldimplantater.aspx;Erstatningsopgørelse;;Hund;False;Success
Anmeldelse af sygdomme og tilskadekomster hos hunden.aspx;Anmeldelse af sygdomme og tilskadekomster hos hunden.aspx;Forretningsgang;;Hund;False;Success
Hvornår beder vi om supplerende oplysninger.aspx;Hvornår beder vi om supplerende oplysninger.aspx;Forretningsgang;;Hund;False;Success
Registrering af hyposensibilisering - allergivaccinationer.aspx;Registrering af hyposensibilisering - allergivaccinationer.aspx;Forretningsgang;;Hund;False;Success
Forbehold på policen ved kronisk sygdom.aspx;Forbehold på policen ved kronisk sygdom.aspx;Forretningsgang;;Hund;False;Success
Definition af forsikringsår.aspx;Definition af forsikringsår.aspx;Erstatningsopgørelse;;Hund;False;Success
Hund ikke vaccineret.aspx;Hund ikke vaccineret.aspx;Sygdom;;Hund;False;Success
Diagnoser - Latinske ord oversat til dansk.aspx;Diagnoser - Latinske ord oversat til dansk.aspx;Erstatningsopgørelse;;Hund;False;Success
Ankenævnskendelse vedrørende sterilisation.aspx;Ankenævnskendelse vedrørende sterilisation.aspx;Ankenævnskendelser;;Hund;False;Success
Tegning af hundesygedækning.aspx;Tegning af hundesygedækning.aspx;Forretningsgang;;Hund;False;Success
Hundeansvar mellem 2 medlemmer.aspx;Hundeansvar mellem 2 medlemmer.aspx;Forretningsgang;;Hund;False;Success
Kryptorkisme.aspx;Kryptorkisme.aspx;Sygdom;;Hund;False;Success
Medarbejdersager.aspx;HundMedarbejdersager.aspx;Forretningsgang;;Hund;True;Success
Digital billedarkivering.aspx;Digital billedarkivering.aspx;Erstatningsopgørelse;;Hund;False;Success
Skab.aspx;Skab.aspx;Sygdom;;Hund;False;Success
Recepter og ekspeditionsgebyr.aspx;Recepter og ekspeditionsgebyr.aspx;Erstatningsopgørelse;;Hund;False;Success
Sårspray.aspx;Sårspray.aspx;Erstatningsopgørelse;;Hund;False;Success
Halskrave.aspx;Halskrave.aspx;Erstatningsopgørelse;;Hund;False;Success
Medicinske betegnelser for udleveret medicin.aspx;Medicinske betegnelser for udleveret medicin.aspx;Erstatningsopgørelse;;Hund;False;Success
Forbindingsmateriale.aspx;Forbindingsmateriale.aspx;Erstatningsopgørelse;;Hund;False;Success
Hund sluger genstand.aspx;Hund sluger genstand.aspx;Tilskadekomst;;Hund;False;Success
