OrignalFilnavn;NytFilnavn;Gruppe;Undergruppe;Branche;Coincidence;Status
a. Regres mod offentlige myndigheder.aspx;a. Regres mod offentlige myndigheder.aspx;Hyppige skadeårsager – 8. Regres mod offentlige myndigheder;;Regres;False;Success
Regres mod motorkøretøjer.aspx;Regres mod motorkøretøjer.aspx;Hyppige skadeårsager – 7. Regres mod motorkøretøjer;;Regres;False;Success
c. Culpaansvar ved propper, manglende vedligeholdelse mv.aspx;c. Culpaansvar ved propper, manglende vedligeholdelse mv.aspx;Hyppige skadeårsager – 6. Regres mod forsyningsselskaber (kloak/forsyning);;Regres;False;Success
b. Objektivt ansvar som følge af materialetræthed.aspx;b. Objektivt ansvar som følge af materialetræthed.aspx;Hyppige skadeårsager – 6. Regres mod forsyningsselskaber (kloak/forsyning);;Regres;False;Success
a. Regres mod forsyningsselskaber (kloak - forsyning).aspx;a. Regres mod forsyningsselskaber (kloak - forsyning).aspx;Hyppige skadeårsager – 6. Regres mod forsyningsselskaber (kloak/forsyning);;Regres;False;Success
d. Brændte nulledere.aspx;d. Brændte nulledere.aspx;Hyppige skadeårsager – 5. Regres mod elforsyningsselskaber (stærkstrøm);;Regres;False;Success
b. overspændingsskader.aspx;b. overspændingsskader.aspx;Hyppige skadeårsager – 5. Regres mod elforsyningsselskaber (stærkstrøm);;Regres;False;Success
a. Regres mod elforsyningsselskaber (stærkstrøm).aspx;a. Regres mod elforsyningsselskaber (stærkstrøm).aspx;Hyppige skadeårsager – 5. Regres mod elforsyningsselskaber (stærkstrøm);;Regres;False;Success
Regres ved defekte produkter (produktansvar).aspx;Regres ved defekte produkter (produktansvar).aspx;Hyppige skadeårsager – 4. Regres ved defekte produkter (produktansvar);;Regres;False;Success
g. Skade forvoldt af børn.aspx;g. Skade forvoldt af børn.aspx;Hyppige skadeårsager - 3. Regres mod private (grov uagtsomhed);;Regres;False;Success
f. Niveauforskelle og mangelfuld glatførebekæmpelse.aspx;f. Niveauforskelle og mangelfuld glatførebekæmpelse.aspx;Hyppige skadeårsager - 3. Regres mod private (grov uagtsomhed);;Regres;False;Success
e. Gerningsmænd.aspx;e. Gerningsmænd.aspx;Hyppige skadeårsager - 3. Regres mod private (grov uagtsomhed);;Regres;False;Success
d. Undladt at handle trods opfordringer.aspx;d. Undladt at handle trods opfordringer.aspx;Hyppige skadeårsager - 3. Regres mod private (grov uagtsomhed);;Regres;False;Success
b. Ukrudtsafbrænding.aspx;b. Ukrudtsafbrænding.aspx;Hyppige skadeårsager - 3. Regres mod private (grov uagtsomhed);;Regres;False;Success
a. Regres mod private (grov uagtsomhed).aspx;a. Regres mod private (grov uagtsomhed).aspx;Hyppige skadeårsager - 3. Regres mod private (grov uagtsomhed);;Regres;False;Success
g. Akvarier.aspx;g. Akvarier.aspx;Hyppige skadeårsager - 2. Regres mod andre erhvervsdrivende;;Regres;False;Success
f. Rådgivningsansvar.aspx;f. Rådgivningsansvar.aspx;Hyppige skadeårsager - 2. Regres mod andre erhvervsdrivende;;Regres;False;Success
e. Niveauforskelle og mangelfuld glatførebekæmpelse.aspx;e. Niveauforskelle og mangelfuld glatførebekæmpelse.aspx;Hyppige skadeårsager - 2. Regres mod andre erhvervsdrivende;;Regres;False;Success
d. Entrepriseansvar (farlige arbejder).aspx;d. Entrepriseansvar (farlige arbejder).aspx;Hyppige skadeårsager - 2. Regres mod andre erhvervsdrivende;;Regres;False;Success
c. Regres mod erhvervsdrivende udlejer.aspx;c. Regres mod erhvervsdrivende udlejer.aspx;Hyppige skadeårsager - 2. Regres mod andre erhvervsdrivende;;Regres;False;Success
b. Regres mod bygningssagkyndige (fejl i tilstandsrapport).aspx;b. Regres mod bygningssagkyndige (fejl i tilstandsrapport).aspx;Hyppige skadeårsager - 2. Regres mod andre erhvervsdrivende;;Regres;False;Success
a Regres mod andre erhvervsdrivende - overordnet.aspx;a Regres mod andre erhvervsdrivende - overordnet.aspx;Hyppige skadeårsager - 2. Regres mod andre erhvervsdrivende;;Regres;False;Success
g. Fejlmontering eller produktansvar.aspx;g. Fejlmontering eller produktansvar.aspx;Hyppige skadeårsager - 1. Regres mod håndværkere;;Regres;False;Success
f. Graveskader.aspx;f. Graveskader.aspx;Hyppige skadeårsager - 1. Regres mod håndværkere;;Regres;False;Success
e. Tagspuling.aspx;e. Tagspuling.aspx;Hyppige skadeårsager - 1. Regres mod håndværkere;;Regres;False;Success
d. Påbrænding af tagpap.aspx;d. Påbrænding af tagpap.aspx;Hyppige skadeårsager - 1. Regres mod håndværkere;;Regres;False;Success
c. Råd- og svampeskader.aspx;c. Råd- og svampeskader.aspx;Hyppige skadeårsager - 1. Regres mod håndværkere;;Regres;False;Success
b. Skade på skjulte rør eller ledninger.aspx;b. Skade på skjulte rør eller ledninger.aspx;Hyppige skadeårsager - 1. Regres mod håndværkere;;Regres;False;Success
a. Regres mod håndværkere - overordnet.aspx;a. Regres mod håndværkere - overordnet.aspx;Hyppige skadeårsager - 1. Regres mod håndværkere;;Regres;False;Success
j. Hvornår kan udbedring igangsættes.aspx;j. Hvornår kan udbedring igangsættes.aspx;Bevissikring;;Regres;False;Success
i. Må jeg udlevere vores bevismateriale til modparten.aspx;i. Må jeg udlevere vores bevismateriale til modparten.aspx;Bevissikring;;Regres;False;Success
h. Anmodning om aktindsigt.aspx;h. Anmodning om aktindsigt.aspx;Bevissikring;;Regres;False;Success
g. Hvor opbevarer vi vores bevismateriale.aspx;g. Hvor opbevarer vi vores bevismateriale.aspx;Bevissikring;;Regres;False;Success
f. Tidlig involvering af skadevolder (fælles besigtigelse).aspx;f. Tidlig involvering af skadevolder (fælles besigtigelse).aspx;Bevissikring;;Regres;False;Success
e. Hvorfor er det vigtigt at bevissikre.aspx;e. Hvorfor er det vigtigt at bevissikre.aspx;Bevissikring;;Regres;False;Success
d. Hvad gør jeg, hvis nogle andre har vores bevis.aspx;d. Hvad gør jeg, hvis nogle andre har vores bevis.aspx;Bevissikring;;Regres;False;Success
c. Kommunikation med taksatorer, skadeservice og håndværkere om regres.aspx;c. Kommunikation med taksatorer, skadeservice og håndværkere om regres.aspx;Bevissikring;;Regres;False;Success
b. Hvem har ansvaret for bevissikringen.aspx;b. Hvem har ansvaret for bevissikringen.aspx;Bevissikring;;Regres;False;Success
a. Hvad er et bevis.aspx;a. Hvad er et bevis.aspx;Bevissikring;;Regres;False;Success
p. Procesbeskrivelse.aspx;p. Procesbeskrivelse.aspx;Forløbet af en regressag;;Regres;False;Success
o. Hvad gør jeg, hvis medlemmet nægter at udlevere oplysninger.aspx;o. Hvad gør jeg, hvis medlemmet nægter at udlevere oplysninger.aspx;Forløbet af en regressag;;Regres;False;Success
n. Hvad gør jeg, hvis modparten er gået konkurs eller lignende.aspx;n. Hvad gør jeg, hvis modparten er gået konkurs eller lignende.aspx;Forløbet af en regressag;;Regres;False;Success
m. Hvad gør jeg, hvis modparten ikke svarer på vores henvendelser.aspx;m. Hvad gør jeg, hvis modparten ikke svarer på vores henvendelser.aspx;Forløbet af en regressag;;Regres;False;Success
l. Må jeg selv tilbyde modparten at betale en del af kravet (forlig).aspx;l. Må jeg selv tilbyde modparten at betale en del af kravet (forlig).aspx;Forløbet af en regressag;;Regres;False;Success
k. Hvad gør jeg, hvis modparten tilbyder at betale en del af kravet (forlig).aspx;k. Hvad gør jeg, hvis modparten tilbyder at betale en del af kravet (forlig).aspx;Forløbet af en regressag;;Regres;False;Success
j. Må jeg selv opgive et regreskrav.aspx;j. Må jeg selv opgive et regreskrav.aspx;Forløbet af en regressag;;Regres;False;Success
i. Er modpartens anerkendelse bindende.aspx;i. Er modpartens anerkendelse bindende.aspx;Forløbet af en regressag;;Regres;False;Success
h. Hvem skal bevise hvad.aspx;h. Hvem skal bevise hvad.aspx;Forløbet af en regressag;;Regres;False;Success
g. Hvordan argumenterer vi, hvis regreskravet afvises.aspx;g. Hvordan argumenterer vi, hvis regreskravet afvises.aspx;Forløbet af en regressag;;Regres;False;Success
f. Hvordan sammensættes regreskravet.aspx;f. Hvordan sammensættes regreskravet.aspx;Forløbet af en regressag;;Regres;False;Success
e. Hvilke krav rejser vi (bagatelgrænse).aspx;e. Hvilke krav rejser vi (bagatelgrænse).aspx;Forløbet af en regressag;;Regres;False;Success
d. Mod hvem rettes et regreskrav.aspx;d. Mod hvem rettes et regreskrav.aspx;Forløbet af en regressag;;Regres;False;Success
c. Hvornår skal regreskravet rejses.aspx;c. Hvornår skal regreskravet rejses.aspx;Forløbet af en regressag;;Regres;False;Success
a. Hvornår skal vi tænke regres.aspx;a. Hvornår skal vi tænke regres.aspx;Forløbet af en regressag;;Regres;False;Success
j. Statistikker.aspx;j. Statistikker.aspx;Overordnet om regres;;Regres;False;Success
h. Medlems selvrisikokrav og håndtering af medlemmet under en regressag.aspx;h. Medlems selvrisikokrav og håndtering af medlemmet under en regressag.aspx;Overordnet om regres;;Regres;False;Success
f. Bevisbyrderegler.aspx;f. Bevisbyrderegler.aspx;Overordnet om regres;;Regres;False;Success
e. Forskellen på ansvar og hæftelse.aspx;e. Forskellen på ansvar og hæftelse.aspx;Overordnet om regres;;Regres;False;Success
d. Erstatningsansvar og samspillet med forsikring.aspx;d. Erstatningsansvar og samspillet med forsikring.aspx;Overordnet om regres;;Regres;False;Success
c. Hvad er regres.aspx;c. Hvad er regres.aspx;Overordnet om regres;;Regres;False;Success
b. Erstatning i kontrakt vs. erstatning uden for kontrakt.aspx;b. Erstatning i kontrakt vs. erstatning uden for kontrakt.aspx;Overordnet om regres;;Regres;False;Success
a. Hvad er erstatsningsansvar.aspx;a. Hvad er erstatsningsansvar.aspx;Overordnet om regres;;Regres;False;Success
g. Procesbeskrivelse for gerningsmandssager.aspx;g. Procesbeskrivelse for gerningsmandssager.aspx;Gerningsmandssager;;Regres;False;Success
