OrignalFilnavn;NytFilnavn;Gruppe;Undergruppe;Branche;Coincidence;Status
Afskrivning på bådmotorer og gummibåde.aspx;Afskrivning på bådmotorer og gummibåde.aspx;Erstatningsopgørelse;;Indbo;False;Success
Afskrivning på cykler og cykeldele.aspx;Afskrivning på cykler og cykeldele.aspx;Erstatningsopgørelse;;Indbo;False;Success
Áfskrivning på wearables - fx Iwatch, virtual reality briller mm.aspx;Áfskrivning på wearables - fx Iwatch, virtual reality briller mm.aspx;Erstatningsopgørelse;;Indbo;False;Success
Afskrivning.aspx;IndboAfskrivning.aspx;Erstatningsopgørelse;;Indbo;True;Success
Afskrivningstabel.aspx;Afskrivningstabel.aspx;Erstatningsopgørelse;;Indbo;False;Success
Afslutning af sager.aspx;Afslutning af sager.aspx;Forretningsgang ;;Indbo;False;Success
Aktindsigt.aspx;IndboAktindsigt.aspx;Diverse;;Indbo;True;Success
Akvarier og andre beholdere.aspx;Akvarier og andre beholdere.aspx;Vilkårenes afsnit 9. Udstrømning af væsker (Vandskade);;Indbo;False;Success
Almindelige husdyr - Fisk.aspx;Almindelige husdyr - Fisk.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Andelshavere er ikke lejere.aspx;Andelshavere er ikke lejere.aspx;Vilkårenes afsnit 11. Vandskade;;Indbo;False;Success
Ankenævnskendelser vedrørende 4-hjulede motordrevne hobbymotorcykler - fx Atv'er.aspx;Ankenævnskendelser vedrørende 4-hjulede motordrevne hobbymotorcykler - fx Atv'er.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende advokatomkostninger.aspx;Ankenævnskendelser vedrørende advokatomkostninger.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende almindelige husdyr.aspx;Ankenævnskendelser vedrørende almindelige husdyr.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende almindeligt værktøj - professionelt værktøj.aspx;Ankenævnskendelser vedrørende almindeligt værktøj - professionelt værktøj.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende auktionspriser.aspx;Ankenævnskendelser vedrørende auktionspriser.aspx;Ankenævnskendelser og domme ;;Indbo;False;Success
Ankenævnskendelser vedrørende beboet - ikke beboet sommerhus og campingvogn.aspx;Ankenævnskendelser vedrørende beboet - ikke beboet sommerhus og campingvogn.aspx;Ankenævnskendelser og Domme ;;Indbo;False;Success
Ankenævnskendelser vedrørende brug af tillistede - fundne nøgler.aspx;Ankenævnskendelser vedrørende brug af tillistede - fundne nøgler.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende byggematerialer.aspx;Ankenævnskendelser vedrørende byggematerialer.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende depositum irregulare - opbevaring af andres penge.aspx;Ankenævnskendelser vedrørende depositum irregulare - opbevaring af andres penge.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende depositum regulare.aspx;Ankenævnskendelser vedrørende depositum regulare.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende dokumentation for erstatningskravet.aspx;Ankenævnskendelser vedrørende dokumentation for erstatningskravet.aspx;Ankenævnskendelser og Domme ;;Indbo;False;Success
Ankenævnskendelser vedrørende egne produktioner.aspx;Ankenævnskendelser vedrørende egne produktioner.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende erstatning for unika.aspx;Ankenævnskendelser vedrørende erstatning for unika.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende fareforøgelse.aspx;Ankenævnskendelser vedrørende fareforøgelse.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende forsvarlig aflåsning.aspx;Ankenævnskendelser vedrørende forsvarlig aflåsning.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende færdselsuheld.aspx;Ankenævnskendelser vedrørende færdselsuheld.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende genlevering.aspx;Ankenævnskendelser vedrørende genlevering.aspx;Ankenævnskendelser og Domme;;Indbo;False;Success
Ankenævnskendelser vedrørende glemte, tabte og forlagte genstande.aspx;Ankenævnskendelser vedrørende glemte, tabte og forlagte genstande.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende grov uagtsomhed. Simpelt tyveri udenfor bygning og uaflåst bygning.aspx;Ankenævnskendelser vedrørende grov uagtsomhed. Simpelt tyveri udenfor bygning og uaflåst bygning.aspx;Ankenævnskendelser og Domme;;Indbo;False;Success
Ankenævnskendelser vedrørende grov uagtsomhed. Tyveri fra biler.aspx;Ankenævnskendelser vedrørende grov uagtsomhed. Tyveri fra biler.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende haveredskaber, herunder en atv, som haveredskab.aspx;Ankenævnskendelser vedrørende haveredskaber, herunder en atv, som haveredskab.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende hærværk begået af personer med lovlig adgang.aspx;Ankenævnskendelser vedrørende hærværk begået af personer med lovlig adgang.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende hærværk.aspx;Ankenævnskendelser vedrørende hærværk.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende Indbogenstande - erhvervsgenstande.aspx;Ankenævnskendelser vedrørende Indbogenstande - erhvervsgenstande.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende midlertidigt hjemmeboende børn.aspx;Ankenævnskendelser vedrørende midlertidigt hjemmeboende børn.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende midlertidigt uden for forsikringsstedet.aspx;Ankenævnskendelser vedrørende midlertidigt uden for forsikringsstedet.aspx;Ankenævnskendelser og Domme ;;Indbo;False;Success
Ankenævnskendelser vedrørende musikudstyr til privat eller erhvervsmæssig brug.aspx;Ankenævnskendelser vedrørende musikudstyr til privat eller erhvervsmæssig brug.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende nedsat nytteværdi.aspx;Ankenævnskendelser vedrørende nedsat nytteværdi.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende opmagasinering.aspx;Ankenævnskendelser vedrørende opmagasinering.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende pc'er, kameraudstyr til privat eller erhvervsmæssig brug.aspx;Ankenævnskendelser vedrørende pc'er, kameraudstyr til privat eller erhvervsmæssig brug.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende pludselig skade - Pludseligheds kriteriet.aspx;Ankenævnskendelser vedrørende pludselig skade - Pludseligheds kriteriet.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende pludselig skader - spild af væsker.aspx;Ankenævnskendelser vedrørende pludselig skader - spild af væsker.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende pludselige skader - bortkomst eller beskadigelse.aspx;Ankenævnskendelser vedrørende pludselige skader - bortkomst eller beskadigelse.aspx;Ankenævnskendelser og domme ;;Indbo;False;Success
Ankenævnskendelser vedrørende private- contra erhvervspenge.aspx;Ankenævnskendelser vedrørende private- contra erhvervspenge.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende ran - gerningsøjeblikket og bemærket særlige omstændigheder.aspx;Ankenævnskendelser vedrørende ran - gerningsøjeblikket og bemærket særlige omstændigheder.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende ran - grov uagtsomhed.aspx;Ankenævnskendelser vedrørende ran - grov uagtsomhed.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende ran - umiddelbar nærhed.aspx;Ankenævnskendelser vedrørende ran - umiddelbar nærhed.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende reparation og godtgørelse for værdiforringelse.aspx;Ankenævnskendelser vedrørende reparation og godtgørelse for værdiforringelse.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende sandsynliggørelse af skadebegivenhed.aspx;Ankenævnskendelser vedrørende sandsynliggørelse af skadebegivenhed.aspx;Ankenævnskendelser og Domme;;Indbo;False;Success
Ankenævnskendelser vedrørende skybrud.aspx;Ankenævnskendelser vedrørende skybrud.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende særlige private værdigenstande.aspx;Ankenævnskendelser vedrørende særlige private værdigenstande.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende særligt privat indbo i biler.aspx;Ankenævnskendelser vedrørende særligt privat indbo i biler.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende tilbehør til motordrevne køretøjer.aspx;Ankenævnskendelser vedrørende tilbehør til motordrevne køretøjer.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende tilbehør til særligt privat indbo.aspx;Ankenævnskendelser vedrørende tilbehør til særligt privat indbo.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende tilsvarende genstande.aspx;Ankenævnskendelser vedrørende tilsvarende genstande.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende tricktyveri.aspx;Ankenævnskendelser vedrørende tricktyveri.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende tyveri af arbejdsredskaber.aspx;Ankenævnskendelser vedrørende tyveri af arbejdsredskaber.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende tyveri af genstande fra garderober - tyveri af garderobebevis.aspx;Ankenævnskendelser vedrørende tyveri af genstande fra garderober - tyveri af garderobebevis.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende tyveri begået af medhjælp.aspx;Ankenævnskendelser vedrørende tyveri begået af medhjælp.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende tyveri fra bil ved brug af rette nøgle.aspx;Ankenævnskendelser vedrørende tyveri fra bil ved brug af rette nøgle.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende tyveri fra bil, bus, beboelsesvogne mm, hvor medlem er til stede.aspx;Ankenævnskendelser vedrørende tyveri fra bil, bus, beboelsesvogne mm, hvor medlem er til stede.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende tyveri fra bolig, hvor medlem ikke har været hjemme på tyveritidspunktet.aspx;Ankenævnskendelser vedrørende tyveri fra bolig, hvor medlem ikke har været hjemme på tyveritidspunktet.aspx;Ankenævnskendelser og Domme ;;Indbo;False;Success
Ankenævnskendelser vedrørende tyveri, hvor gerningstidspunktet strækker sig over flere måneder.aspx;Ankenævnskendelser vedrørende tyveri, hvor gerningstidspunktet strækker sig over flere måneder.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende tyveri, når der har været håndværkere i huset.aspx;Ankenævnskendelser vedrørende tyveri, når der har været håndværkere i huset.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende tøbrud.aspx;Ankenævnskendelser vedrørende tøbrud.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende ulovlig interesse.aspx;Ankenævnskendelser vedrørende ulovlig interesse.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende underforsikring.aspx;Ankenævnskendelser vedrørende underforsikring.aspx;Ankenævnskendelser og Domme ;;Indbo;False;Success
Ankenævnskendelser vedrørende varer på prøve.aspx;Ankenævnskendelser vedrørende varer på prøve.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Ankenævnskendelser vedrørende ændret forklaring.aspx;Ankenævnskendelser vedrørende ændret forklaring.aspx;Ankenævnskendelser og domme;;Indbo;False;Success
Arepa - Forretningsgang for IPhone, IPad og Applewatch der sendes til reparation eller swap hos Arepa.aspx;Arepa - Forretningsgang for IPhone, IPad og Applewatch der sendes til reparation eller swap hos Arepa.aspx;Forretningsgang ;;Indbo;False;Success
Arepa.aspx;Arepa.aspx;Diverse;;Indbo;False;Success
Asbestslam - asbeststøv.aspx;IndboAsbestslam - asbeststøv.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo;True;Success
Autostole.aspx;Autostole.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Batterier, løsdele og tilbehør.aspx;Batterier, løsdele og tilbehør.aspx;Vilkårenes afsnit 19. El-skade og elektronikdækning ;;Indbo;False;Success
Beboet - ikke beboet sommerhuse og campingvogne.aspx;Beboet - ikke beboet sommerhuse og campingvogne.aspx;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;Indbo;False;Success
Begrebet færdselsuheld.aspx;Begrebet færdselsuheld.aspx;Vilkårenes afsnit 7. Færdselsuheld og havari;;Indbo;False;Success
Begrebet Husforsikring.aspx;Begrebet Husforsikring.aspx;Vilkårenes afsnit 11. Vandskade;;Indbo;False;Success
Behandling af fundne genstande og beskadigede genstande, som vi beder om at få indsendt.aspx;Behandling af fundne genstande og beskadigede genstande, som vi beder om at få indsendt.aspx;Forretningsgang ;;Indbo;False;Success
Behandling af stormskader.aspx;Behandling af stormskader.aspx;Vilkårenes afsnit 10. Storm - voldsomt sky- og tøbrud - snetryk;;Indbo;False;Success
Beregning af dobbeltforsikringskrav fra elektronikforsikringer, når rester er fratrukket i kravet.aspx;Beregning af dobbeltforsikringskrav fra elektronikforsikringer, når rester er fratrukket i kravet.aspx;Erstatningsopgørelse;;Indbo;False;Success
Beregning af en frysers kapacitet.aspx;Beregning af en frysers kapacitet.aspx;Vilkårenes afsnit 12. Køle- og dybfrostskade;;Indbo;False;Success
Besvarelse i klagesager.aspx;Besvarelse i klagesager.aspx;Forretningsgang ;;Indbo;False;Success
Betaling for nedtagning, levering, opsætning, montering og installering.aspx;Betaling for nedtagning, levering, opsætning, montering og installering.aspx;Erstatningsopgørelse;;Indbo;False;Success
Biblioteksbøger, cd'er, dvd'er lånt på biblioteket.aspx;Biblioteksbøger, cd'er, dvd'er lånt på biblioteket.aspx;Erstatningsopgørelse;;Indbo;False;Success
Bitcoin.aspx;Bitcoin.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Blæseskader.aspx;Blæseskader.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo;False;Success
Bofælle.aspx;Bofælle.aspx;Vilkårenes afsnit 1.B. Hvem dækker forsikringen ;;Indbo;False;Success
Boligbyt - hærværk i boligen.aspx;Boligbyt - hærværk i boligen.aspx;Vilkårenes afsnit 8. Hærværk;;Indbo;False;Success
Bortkomst af rejsegods der sendes med fly.aspx;Bortkomst af rejsegods der sendes med fly.aspx;Vilkårenes afsnit 13. Rejsegods ;;Indbo;False;Success
Brand - Flammedannelsen skal være løssluppen.aspx;Brand - Flammedannelsen skal være løssluppen.aspx;Vilkårenes afsnit 2. Brand, lynnedslag og eksplosion mv.;;Indbo;False;Success
Brand opstået i batterier til modelfly.aspx;Brand opstået i batterier til modelfly.aspx;Vilkårenes afsnit 2. Brand, lynnedslag og eksplosion mv.;;Indbo;False;Success
Brobizz.aspx;Brobizz.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Brud.aspx;Brud.aspx;Vilkårenes afsnit 20. Glas og sanitet;;Indbo;False;Success
Brudekjoler og vielsesringe.aspx;Brudekjoler og vielsesringe.aspx;Erstatningsopgørelse;;Indbo;False;Success
Bygge- og reparationsarbejder.aspx;Bygge- og reparationsarbejder.aspx;Vilkårenes afsnit 9. Udstrømning af væsker (vandskade);;Indbo;False;Success
Byggerester.aspx;Byggerester.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Bygningsdele, som medlem som ejer eller lejer selv installerer i lejet hus, lejlighed, andels,- eller ejerlejlighed.aspx;Bygningsdele, som medlem som ejer eller lejer selv installerer i lejet hus, lejlighed, andels,- eller ejerlejlighed.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo;False;Success
Bøger - skønlitteratur og faglitteratur.aspx;Bøger - skønlitteratur og faglitteratur.aspx;Erstatningsopgørelse;;Indbo;False;Success
Båd og bådmotor.aspx;Båd og bådmotor.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Både ved sommerhus.aspx;Både ved sommerhus.aspx;Sommerhusforsikringen;;Indbo;False;Success
Bådtrailer.aspx;Bådtrailer.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Campingvogn - tyveri af kontanter.aspx;Campingvogn - tyveri af kontanter.aspx;Erstatningsopgørelse;;Indbo;False;Success
Cd'er, dvd'er, vhs-bånd. lp-plader.aspx;Cd'er, dvd'er, vhs-bånd. lp-plader.aspx;Erstatningsopgørelse;;Indbo;False;Success
Chip til spillekonsol - Lovlig interesse.aspx;Chip til spillekonsol - Lovlig interesse.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Computerprogrammer - Software - Ulovlig interesse.aspx;Computerprogrammer - Software - Ulovlig interesse.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Cover til mobiler, tablets og pc'er.aspx;Cover til mobiler, tablets og pc'er.aspx;Erstatningsopgørelse;;Indbo;False;Success
Cykel - Behandling af tyveri af og skader på cykler.aspx;Cykel - Behandling af tyveri af og skader på cykler.aspx;Diverse;;Indbo;False;Success
Cykel - tyveriforsøg eller hærværk.aspx;Cykel - tyveriforsøg eller hærværk.aspx;Vilkårenes afsnit 8. Hærværk;;Indbo;False;Success
CykelPLUS - Dokumentation for skaden og cyklens værdi.aspx;CykelPLUS - Dokumentation for skaden og cyklens værdi.aspx;Vilkårenes afsnit 21. Cykel Plus ;;Indbo;False;Success
CykelPLUS - Erstatningsmuligheder.aspx;CykelPLUS - Erstatningsmuligheder.aspx;Vilkårenes afsnit 21. Cykel Plus ;;Indbo;False;Success
CykelPLUS - Foto af cykel og navne på cykeldele.aspx;CykelPLUS - Foto af cykel og navne på cykeldele.aspx;Vilkårenes afsnit 21. Cykel Plus;;Indbo;False;Success
CykelPLUS - Hvem behandler cykelPLUS skader.aspx;CykelPLUS - Hvem behandler cykelPLUS skader.aspx;Vilkårenes afsnit 21. Cykel Plus ;;Indbo;False;Success
CykelPLUS - Kravet om 2 låse under transport.aspx;CykelPLUS - Kravet om 2 låse under transport.aspx;Vilkårenes afsnit 21. Cykel plus;;Indbo;False;Success
CykelPLUS - Kørselsskader - den udvidet kaskodækning - cykelløb.aspx;CykelPLUS - Kørselsskader - den udvidet kaskodækning - cykelløb.aspx;Vilkårenes afsnit 21. Cykel Plus;;Indbo;False;Success
CykelPLUS - Maksdækning og selvrisiko på 1100 kr eller 5000 kr.aspx;CykelPLUS - Maksdækning og selvrisiko på 1100 kr eller 5000 kr.aspx;Vilkårenes afsnit 21. Cykel Plus ;;Indbo;False;Success
CykelPLUS - Reparation af cykelstel i carbon.aspx;CykelPLUS - Reparation af cykelstel i carbon.aspx;Vilkårenes afsnit 21. Cykel Plus;;Indbo;False;Success
CykelPLUS - Taksering af skaden - Hvilke oplysninger har vi brug for.aspx;CykelPLUS - Taksering af skaden - Hvilke oplysninger har vi brug for.aspx;Vilkårenes afsnit 21. Cykel Plus ;;Indbo;False;Success
CykelPLUS - Tilpasning.aspx;CykelPLUS - Tilpasning.aspx;Vilkårenes afsnit 21. Cykel Plus;;Indbo;False;Success
CykelPLUS - Tyveri.aspx;CykelPLUS - Tyveri.aspx;Vilkårenes afsnit 21. Cykel Plus ;;Indbo;False;Success
CykelPLUS- Statistikkoder og stelnummer.aspx;CykelPLUS- Statistikkoder og stelnummer.aspx;Vilkårenes afsnit 21. Cykel Plus;;Indbo;False;Success
Cykeltrailer.aspx;Cykeltrailer.aspx;Erstatningsopgørelse;;Indbo;False;Success
Cykeltyveri - stelnummer og låsekrav.aspx;Cykeltyveri - stelnummer og låsekrav.aspx;Erstatningsopgørelse;;Indbo;False;Success
Cykler - Brugte og renoverede.aspx;Cykler - Brugte og renoverede.aspx;Erstatningsopgørelse;;Indbo;False;Success
Cykler - Køb af fundne cykler.aspx;Cykler - Køb af fundne cykler.aspx;Forretningsgang;;Indbo;False;Success
Cykler - Ran.aspx;Cykler - Ran.aspx;Vilkårenes afsnit 6. Ran, røveri og overfald;;Indbo;False;Success
Cykler - Tyveri af cykler - registrering i politiets register.aspx;Cykler - Tyveri af cykler - registrering i politiets register.aspx;Forretningsgang ;;Indbo;False;Success
Cykler med hjælpemotor - eldrevne cykler.aspx;Cykler med hjælpemotor - eldrevne cykler.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Dansk Respo-teknik.aspx;Dansk Respo-teknik.aspx;Vilkårenes afsnit 20. Glas og sanitet;;Indbo;False;Success
Den daglige sagsbehandling - drift.aspx;Den daglige sagsbehandling - drift.aspx;Diverse;;Indbo;False;Success
Depositum irregulare - opbevaring af andres penge.aspx;Depositum irregulare - opbevaring af andres penge.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Depositum regulare.aspx;Depositum regulare.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Designertøj og tasker, herunder ægte - uægte varer - kopivarer.aspx;Designertøj og tasker, herunder ægte - uægte varer - kopivarer.aspx;Erstatningsopgørelse ;;Indbo;False;Success
Destruktion af madvarer.aspx;Destruktion af madvarer.aspx;Vilkårenes afsnit 12. Køle- og dybfrostskade;;Indbo;False;Success
DFIM.aspx;IndboDFIM.aspx;Vilkårenes afsnit 7. Færdselsuheld og havari;;Indbo;True;Success
Diktafon.aspx;Diktafon.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Direkte lynnedslag - Obs evt. bedre dækning iht. El-skade og elektronikdækningen.aspx;Direkte lynnedslag - Obs evt. bedre dækning iht. El-skade og elektronikdækningen.aspx;Vilkårenes afsnit 2. Brand, lynnedslag og eksplosion mv.;;Indbo;False;Success
Dobbeltforsikring - opsigelse.aspx;Dobbeltforsikring - opsigelse.aspx;Forretningsgang;;Indbo;False;Success
Dobbeltforsikring for delebørn.aspx;Dobbeltforsikring for delebørn.aspx;Vilkårenes afsnit 1.B. Hvem dækker forsikringen;;Indbo;False;Success
Dobbeltforsikring i henhold til FALs §§ 41-43.aspx;Dobbeltforsikring i henhold til FALs §§ 41-43.aspx;Erstatningsopgørelse;;Indbo;False;Success
Dobbeltforsikringskrav, hvor vores medlem ikke ønsker at anmelde skaden.aspx;Dobbeltforsikringskrav, hvor vores medlem ikke ønsker at anmelde skaden.aspx;Erstatningsopgørelse;;Indbo;False;Success
Dokumentation - hvornår beder vi om dokumentation.aspx;Dokumentation - hvornår beder vi om dokumentation.aspx;Erstatningsopgørelse ;;Indbo;False;Success
Dokumentation - Søgning af informationer på fotos.aspx;Dokumentation - Søgning af informationer på fotos.aspx;Erstatningsopgørelse;;Indbo;False;Success
Dokumentation for kontanter.aspx;Dokumentation for kontanter.aspx;Erstatningsopgørelse;;Indbo;False;Success
Dokumentation.aspx;IndboDokumentation.aspx;Erstatningsopgørelse;;Indbo;True;Success
Drivhus og væksthus på lejet grund, ved andelsboliger og embedsboliger.aspx;Drivhus og væksthus på lejet grund, ved andelsboliger og embedsboliger.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo;False;Success
Dusør - findeløn.aspx;Dusør - findeløn.aspx;Erstatningsopgørelse;;Indbo;False;Success
Dybfrostskader og el-skader sket under storm.aspx;Dybfrostskader og el-skader sket under storm.aspx;Vilkårenes afsnit 10. Storm - voldsomt sky- og tøbrud - snetryk;;Indbo;False;Success
Dyr.aspx;Dyr.aspx;Erstatningsopgørelse;;Indbo;False;Success
Dyre ure - Ægthedsbeviser.aspx;Dyre ure - Ægthedsbeviser.aspx;Erstatningsopgørelse;;Indbo;False;Success
